id,for_user_id,round_id,idea_content
4136,104,2,As decor on a shirt or other article of clothing
4137,104,2,As wheels on a toy car
4138,104,2,As beads for a necklace
4139,104,2,Attach it to string and use as a pendulum
4140,104,2,Trace it to make a perfect circle
4198,104,2,Add magnets to them to decorate your fridge
4199,104,2,Use them as rewards for children (like a token system)
4200,104,2,Paint some and hide them around your neighborhood for strangers to find
4201,104,2,Glue them to cords to tell them apart
4202,104,2,Use them to mark different objects
4203,104,2,Use to make cool earrings
4178,105,2,as a toy
4179,105,2,as decoration
4180,105,2,as a paper wedge
4181,105,2,as a weapon
4312,105,2,can be glued together to form a roller
4313,105,2,can be used to play board games
4314,105,2,can be used as a design
4315,105,2,to give the home a new look
4084,106,2,to use as a plate at a fairy tea party
4085,106,2,fodder for a slingshot
4086,106,2,birds can use them in the building of a nest
4087,106,2,create a game around a button
4088,106,2,use a button to skip rock
4089,106,2,as an eye patch for a costume
4252,106,2,as an art project
4253,106,2,as a support cushion
4254,106,2,a phone retrieval system
4255,106,2,tie a string to it and use it to measure with
4369,107,2,jewelry
4370,107,2,collage with other found items
4371,107,2,placed on foam to hold pins using holes to stand needles straight
4372,107,2,sew on plain t shirts to dress them up
4373,107,2,make earrings
4374,107,2,decorative display collection in jars
4463,107,2,use as a circle to draw outlines of circles
4464,107,2,decorate old furniture by gluing creatively
4465,107,2,add to plain converse sneakers
4466,107,2,make a book with buttons from every year
4090,109,2,Eyes for a stuffed animal
4091,109,2,tiddly wings
4092,109,2,"playing a game like quarters, but with buttons"
4093,109,2,making jewelry
4094,109,2,tree ornaments
4095,109,2,making magnets
4174,109,2,use as a bookmark
4175,109,2,glue to the numbers of a clock to make it decorative
4176,109,2,glue to wrapping paper as a decoration
4177,109,2,string together as a garland for a christmas tree
4040,110,2,Used as toy change by a child
4041,110,2,Make crafts
4042,110,2,Suck on it to avoid smoking
4043,110,2,Insert in faucet to change stream pour
4044,110,2,Use for coin flips
4045,110,2,Even out a wobbly table
4125,110,2,Make jewlery
4126,110,2,Used as eyes in a drawing
4127,110,2,Bass/Banjo pick
4128,110,2,Cat toy
4114,111,2,use it as a projectile
4115,111,2,fill a bottle with it to add weight
4116,111,2,currency
4117,111,2,use various colors to organize things
4118,111,2,decorations
4119,111,2,jewelry
4186,111,2,play board games
4187,111,2,fill a bottle with it to make a rattle
4188,111,2,put hairpins in it
4189,111,2,make necklaces
4190,111,2,"glue them on a balloon, pop it to make a bowl"
4191,111,2,make a curtain
4157,112,2,Use them as eyes for a doll
4158,112,2,Glue a bunch of different colors to a wall for decoration
4159,112,2,Use as makeshift checkers
4160,112,2,Make a small path for a fairy garden
4161,112,2,Make cute jewelry out of them like a necklace or earrings
4274,112,2,Put a few in a jar or container to shake to make a rattle
4275,112,2,Glue a back on them to make barrettes or to decorate hair
4276,112,2,Use them to draw a perfect circle
4277,112,2,Use different colors and put string through them to make a hanging windchime
4222,113,2,plant holder fro aquarium
4223,113,2,book mark
4224,113,2,ornament
4225,113,2,bucket toss for kids
4226,113,2,counting tools for kids
4227,113,2,art decoration
4316,113,2,door holder
4317,113,2,light switch decorator
4318,113,2,lamp shade decorate
4319,113,2,kite design
4320,113,2,book cover design
4321,113,2,gum cleaner
4423,114,2,Game pieces
4424,114,2,artistic elements
4425,114,2,educational tool
4426,114,2,counting aid
4427,114,2,sensory toys
4428,114,2,diy jewlry maker
4519,114,2,use for buttons on a snowman
4520,114,2,ornaments for a tree
4521,114,2,add to bottom of jeans for decoration
4522,114,2,use for fake food
4210,115,2,Piece for board game
4211,115,2,Flip and spin for fidgety persons
4212,115,2,A shim or spacer when you need boards slightly apart
4213,115,2,jewelry part (necklace/earring)
4214,115,2,substitute for stone to skip across lake
4215,115,2,hopscotch placeholder
4306,115,2,Eyepatch/protector
4307,115,2,Suck on when in desert with no water
4308,115,2,Roll on floor for cat to chase
4309,115,2,use to trace small circles on paper
4310,115,2,use for mosiac art
4311,115,2,drop to test microphone sensitivity
4288,116,2,Locks doors
4289,116,2,Dummy elevator
4290,116,2,Car trunk front hood closer/opener
4291,116,2,Child crate
4292,116,2,tape underneath
4293,116,2,a button that spits out suepr glue
4395,116,2,String weight
4396,116,2,Glue expenser
4397,116,2,Magnetic based button to fasten
4398,116,2,electric door lock
4399,116,2,Hydraulics (as a concept)
4400,116,2,Gas ignitor (stove)
4240,117,2,eyes on a pumkin
4241,117,2,hairpin decoration
4242,117,2,christmas tree decoration
4243,117,2,book mark
4244,117,2,christmas card
4245,117,2,bug
4339,117,2,coins in a game
4340,117,2,headband
4341,117,2,button flowers
4342,117,2,bracelet
4343,117,2,curtain
4344,117,2,tree garland
4298,118,2,A christmas tree decoration
4299,118,2,A necklace pendent
4300,118,2,A charm bracelet
4301,118,2,Tie some string and make it into a cat toy
4385,118,2,3d Art projects
4386,118,2,Use it to make designs in cookie dough
4387,118,2,fake pebbles
4388,118,2,bookmarks
4429,119,2,boardgame piece replacement
4430,119,2,prop uneven tables
4431,119,2,snowman eyes
4432,119,2,makeshift spacer
4433,119,2,pointed tip guard
4434,119,2,mini hockey puck
4539,119,2,small circular cutting guide
4540,119,2,imaginary currency coin
4541,119,2,circle outline
4542,119,2,pinhole for light project
4359,120,2,Weapon
4360,120,2,Toy
4361,120,2,Eating utensil
4362,120,2,Frisby
4363,120,2,Tongue ring
4364,120,2,Massager
4451,120,2,Itcher
4452,120,2,Marble hitter
4453,120,2,Design
4454,120,2,Earplugs
4455,120,2,Sneaker accessory
4456,120,2,Tshirt accessory
4705,121,2,to help mark where you want to nail something
4706,121,2,to press a pattern onto cookies or on a pie crust
4707,121,2,use along with others to make a vintage style necklace
4708,121,2,place on top of a block of ice to see if your freezer went out while traveling (would sink if it went off as water would me;t)
4709,121,2,to start the greatest button collection ever- even better than your grandmas
4710,121,2,utilize as a counting tool for math in an elementary school
4788,121,2,as an object for size comparison when taking a photo of something smallish
4789,121,2,to make a showerhead for a dollhouse
4790,121,2,to practice sorting colors and sizes in elementary school
4791,121,2,as the base in a sensory bin
4792,121,2,as the filling for a weighted blanket
4793,121,2,tape to the bottom of a chair to choose who wins a doorprize
4569,123,2,decorations
4570,123,2,feeder for small animal
4571,123,2,coaster
4572,123,2,childs toys
4573,123,2,dolls eyes
4648,123,2,hair accessories
4649,123,2,shoe clasp
4650,123,2,game pieces
4651,123,2,magnets
4503,124,2,a therapy tool
4504,124,2,close pants
4505,124,2,close shirt
4506,124,2,throw into a cup
4507,124,2,use as a choking hazard
4508,124,2,a hat for a mouse
4592,124,2,use for crafts
4593,124,2,use to practice sewing
4594,124,2,use as a replacement
4595,124,2,let cat play with it
4630,126,2,eyes for sock puppets
4631,126,2,tokens for a board game
4632,126,2,teaching how to count
4633,126,2,showing how to subtract
4634,126,2,patterns on a blanket
4635,126,2,tiny frisbee
4717,126,2,stacking into a snowman
4718,126,2,jewelry pieces
4719,126,2,cat toys
4720,126,2,bathtub floats
4721,126,2,toy car wheel replacement
4722,126,2,homemade card decorations
4854,127,2,eyes on puppet
4855,127,2,eyes on snowman
4856,127,2,checkers replacements
4857,127,2,use with slingshot
4858,127,2,to cover spots won in bingo
4859,127,2,"make a game of flick ""air hockey"""
4930,127,2,"affix to wall or surface and hang light things off of, perhaps jewelry"
4931,127,2,use as a stamp pr stencil with paint to get certain shapes and designs
4932,127,2,use to replace chess pieces
4933,127,2,pick up instead of marbles when playing marbles
4934,127,2,create a headpiece or crown
5226,128,2,toss for winner
5227,128,2,beads
5228,128,2,decoration
5229,128,2,curtains
5230,128,2,string for cat toy
5231,128,2,used as counters for children
5238,128,2,used as a musical instrument when put together
5239,128,2,play things for children
5240,128,2,counters for days or period
5241,128,2,used on sofas
5184,129,2,Decoration for a fish tank
5185,129,2,Tokens for a board game
5186,129,2,Fake money a child could earn and trade for prizes
5187,129,2,Beads on a necklace
5188,129,2,Material for a mosaic
5189,129,2,Tool for drawing circles
5222,129,2,Create a beaded curtain
5223,129,2,String like garland for a party
5224,129,2,Material for a collage
5225,129,2,Filling for sandbags
5360,130,2,As a reminder by placing it in a strange place
5361,130,2,To decorate a piece of clothing
5362,130,2,As a hat for a handmade toy
5363,130,2,Secure it to an elastic band and use to keep papers together
5364,130,2,Tie it to string and use it on a ceiling fan
5365,130,2,Decoration for a wall
5366,130,2,Put it on a string and use it as a keychain
5367,130,2,Use it in a 3 dimensional art piece
5368,130,2,Melt it down and splatter it on a canvas
5369,130,2,Glue it to a mug to personalize it
5398,131,2,As a standing for a small trophy
5399,131,2,A place to put your water bottle
5400,131,2,Use it as a stress reliever by pressing it
5401,131,2,Use it for satisfaction my pressing it
5402,131,2,A place to put hot food so that it does not ruin your table
5403,131,2,Use as a hand exerciser
5404,131,2,Use it as decoration
5405,131,2,Put it on your Jack o lantern during halloween
5406,131,2,Use it as a water sprinkler by taping it on a water bottle
5407,131,2,Use it as a weight holder
5408,131,2,Use it to sort different items like as a place holder
5409,131,2,Use it to automatically press a button on the laptop by leaving it on it or taping it
5440,133,2,a piece of an art creation
5441,133,2,as fake eyes on a doll
5442,133,2,as a stencil to draw a perfect circle
5443,133,2,a counterweight for a makeshift weight scale
5448,133,2,use in an aquarium as a decoration
5449,133,2,use a bunch of buttons in an array as a decorative piece spelling out your name
5450,133,2,Write 'Caution do not Press!' On it so people think it's a dangerous switch
5451,133,2,Use it as a cat toy. Cats love weird toys.
5503,134,2,plant microphone for espionage
5504,134,2,tricking vending machine to accept as coinage
5505,134,2,to flick for finger football
5506,134,2,formed from ashes of relative to honor their memory
5507,134,2,as chips in poker
5508,134,2,pieces on checkerboard
5509,134,2,tricking vending machine to accept as coinage
5510,134,2,plant microphone for espionage
