id,for_user_id,round_id,idea_content
2613,67,4,Stirrer (drinks)
2614,67,4,Calculator button presser
2615,67,4,sun dial
2675,68,4,pointy weapon
2676,68,4,kindling
2677,68,4,spinner pointer thing
2678,68,4,makeshift jenga block
2679,68,4,back scratcher
2680,68,4,break in half with one hand to demonstrate anger/strength
2751,68,4,chew toy
2752,68,4,use to launch rubber bands
2753,68,4,make a tiny crutch for a tiny thing
2754,68,4,fidget toy
2651,69,4,To roll as die by marking the sides
2652,69,4,To be thrown as a dart
2653,69,4,To spin around in place of a bottle
2654,69,4,To try and measure how far away something is
2655,69,4,To use as a ruler to draw a straight line
2656,69,4,To be used as firewood
2715,69,4,To roll as die by marking the sides
2716,69,4,To be thrown as a dart
2717,69,4,To spin around in place of a bottle
2718,69,4,To try and measure how far away something is
2719,69,4,Use to signal for help by waving it around
2720,69,4,To pick something up by stabbing into it
2928,72,4,Whittling and Carving
2929,72,4,School and office work
2930,72,4,Pencils are often used for casual doodling or creating quick sketches during meetings or classes.
2931,72,4,Crossword Puzzles and Sudoku
2932,72,4,Marking and labelling
2933,72,4,Shaping Eyebrows.
2977,72,4,Wooden pencils can be used to create small holes in soil for starting seeds in gardening.
2978,72,4,It can be used as emergency screw driver
2979,72,4,Pencils can be used as markers or temporary stakes for outdoor games
2980,72,4,It can be used for measuring
2981,72,4,Stirring stick
2982,72,4,Puzzle Solving
2657,73,4,backscratcher
2658,73,4,use as chopsticks
2659,73,4,twist hair in a bun and crisscross to hold hair in place
2660,73,4,drumsticks
2661,73,4,make a decoration for your favorite teacher
2662,73,4,use as a pointer when having students look at a chart
2727,73,4,use erasers as earring backs
2728,73,4,wrap pipecleaners around them to make spirals
2729,73,4,homemade pasta shapers
2730,73,4,bundle together and squeeze for hand strength
3005,74,4,Plant Marker
3006,74,4,DIY Easel
3007,74,4,Bubble Blower
3008,74,4,Stirrer
3047,74,4,fire starter
3048,74,4,Shim
3049,74,4,Nail Holder
3050,74,4,Seed Planter
2943,75,4,weapon
2944,75,4,kindling
2945,75,4,toy cabin log
2946,75,4,conveyor belt roller
2947,75,4,toy raft log
2948,75,4,back scratcher
2987,75,4,craft tool
2988,75,4,hole punch
2989,75,4,eating utensil
2990,75,4,screw driver
2991,75,4,lever
2992,75,4,paint brush
2809,76,4,A garden stake
2810,76,4,A fence post for a doll house
2811,76,4,As a small spear if the pencil is sharpened
2812,76,4,A javelin for a doll
2813,76,4,As a drum stick
2814,76,4,As a small hair curler
2874,76,4,Shave down and use as cat litter
2875,76,4,Use to stencil a design on a wall
2876,76,4,Hollow out the middle and make a reusable straw
2877,76,4,Use to push cuticles down
2803,78,4,writtle into decoration
2804,78,4,use to roll down a track like a toy car
2805,78,4,measuring device
2806,78,4,"put them together to make a small, decorative fence"
2807,78,4,extend your reach just a little farther to push something
2808,78,4,fling at others to get their attention
2884,78,4,use as gap filler in small areas around the house
2885,78,4,get the ones with your name on it and use it as a nametag
2886,78,4,use to hang your keys
2887,78,4,use instead of a dowel
2888,78,4,put in you pocket to look smarter or more prepared
2889,78,4,use the eraser as a pin holder
3179,79,4,Use the unsharpened end of a pencil as a stir stick for beverages or small containers
3180,79,4,"In a pinch, you can use the length of a pencil as an approximate measuring tool."
3181,79,4,Wrap earbud cords around a pencil to prevent tangling when not in use
3182,79,4,Place a pencil in a book as a makeshift bookmark
3183,79,4,Embed pencils into a base to provide support when creating small sculptures with clay or other materials.
3184,79,4,Wrap cords around a bundle of pencils to keep them organized and tangle-free.
3185,79,4,Can be used as decoration
3186,79,4,Can be used as a makeshift measuring tool
3187,79,4,Label plants in your garden by attaching small pieces of paper with the plant names to sharpened pencils and sticking them into the soil
3188,79,4,"Can be used for shading, sketching etc"
3310,80,4,They can be colored and used as decoration
3311,80,4,Pencil can be used as makeshift measuring tool
3312,80,4,wooden pencil can be used as base for the perch inside a bird cage
3313,80,4,ladies can hold their hair bum with a pencil
3340,80,4,The end can be used to stir not too thick fluids
3341,80,4,"additionally, can be used can be used as stake for smaller plants when growing"
3342,80,4,"can be used for stippling, drawing"
3343,80,4,can be used to organize cords by wrapping cords around them
2900,81,4,Rubbing on a pad of paper to see what was written on it just before like a tv detective
2901,81,4,Make a very small torch.
2902,81,4,Anti vampire crossbow bolt
2903,81,4,Repelling people who don't care for the corse texture of the wood (me)
2904,81,4,Tapping precussive instruments with
2905,81,4,Extracting lead to place in a door hinge so you know if someone has opened the door.
2960,81,4,Poke an eyehole through a tent
2961,81,4,Tiny catapult (or fulcrum for catapult)
2962,81,4,Pick up evidence
2963,81,4,Use as a magic trick by making it vanish or 'wobble'
2964,81,4,Fidget
2965,81,4,Conductor's Baton
2938,82,4,self protection
2939,82,4,pointer stick
2940,82,4,drum sticks
2941,82,4,back scratcher
2942,82,4,button presser
2983,82,4,dough roller
2984,82,4,box tape cutter
2985,82,4,ruler
2986,82,4,biting device
2916,83,4,Erase Crayon From Walls
2917,83,4,Tame Those Cuticles
2918,83,4,Offer Plant Support
2919,83,4,Make Rubbings
2920,83,4,Have Emergency Drum Practice
2921,83,4,Roll Your Toothpaste Tube
2966,83,4,Keep Sewing Supplies Handy
2967,83,4,Remove Sticker Gunk
2968,83,4,Make Wrapping Paper
2969,83,4,BONUS USE: As Legs for a 3D Printed Robot
2970,83,4,People Made This Project
2971,83,4,Make a 10 Second Hair Bun
3359,84,4,pop a balloon
3360,84,4,use to stir liquid
3361,84,4,use as drumstricks
3362,84,4,stab on wall and hang stuff
3377,84,4,use to flush toilet
3378,84,4,use as a ruler
3379,84,4,break in half and relieve stress
3380,84,4,use to play pool
3334,86,4,punch holes
3335,86,4,weapon
3336,86,4,chopsticks
3337,86,4,hairpin
3338,86,4,drink stirrer
3339,86,4,toothpick
3353,86,4,punch holes
3354,86,4,weapon
3355,86,4,chopsticks
3356,86,4,hairpin
3357,86,4,drink stirrer
3358,86,4,toothpick
3397,89,4,a weapon for gauging out people's eyes
3398,89,4,kindling for a fire
3399,89,4,a tool to punch holes in paper
3400,89,4,a drumstick for a doll
3401,89,4,an emergency bite down on tool when you have to have field surgery without any pain killers
3406,89,4,a pointer in a classroom or education setting
3407,89,4,a birthday candle - poke it in a cake and light it on fire
3408,89,4,a mini fence - stick a few in the ground and wrap string around them to make a fence
3409,89,4,a fork replacement
3472,90,4,To poke a reset button.
3473,90,4,As a weapon to stab with in cases of self-defense only.
3474,90,4,Dip the eraser in paint and create circles with it.
3475,90,4,To rub its eraser really hard and create heat.
3476,90,4,As a spin the bottle arrow pointer.
3482,90,4,As a dart piece.
3483,90,4,To throw as a thin football.
3484,90,4,To scratch your back with.
3485,90,4,As like a Nerf device by bouncing the eraser off of a wall.
3496,91,4,carve it into art
3497,91,4,mark spots in the ground
3498,91,4,rubberband or glue a bunch of them together for a handle to something
3499,91,4,use the graphite as tattoo ink
3500,91,4,throw into the ceiling tiles as a fun game
3505,91,4,flip it on the table by hitting the tip
3506,91,4,see if something is level with it
3507,91,4,use to draw straight lines
3508,91,4,use to make a bridge in a small homemade village
3509,91,4,break the eraser off and use as a small head in a makeshift toy
3510,91,4,make teeth indents
3721,92,4,As a measuring stick
3722,92,4,Hold it outside to look at the shadow and tell the time.
3723,92,4,Attach some erasers or something to both end and make a miniature barbell for doll house
3724,92,4,Carve the wood into a cool totem poll
3725,92,4,Use as a musical instrument
3754,92,4,use two pencils as a pair of chopsticks/grabber
3755,92,4,attach many pencils to make a windchime
3756,92,4,use the pencil shavings to make flowers
3757,92,4,glue together to make a stickman
3833,93,4,a floating device
3834,93,4,use for self defence
3835,93,4,use to clean ears
3836,93,4,use as wood for fire
3837,93,4,use to measure things
3838,93,4,use as an instrument
3875,93,4,Use eraser to push buttons on phone
3876,93,4,break into pieces to make a triangle
3877,93,4,use as an ear plug
3878,93,4,use as miniature sword
3810,94,4,break and use sharp end as a weapon
3811,94,4,use the long side of the lead for shading artwork
3812,94,4,shave down and use as animal bedding
3813,94,4,break and give your enemies splinters
3814,94,4,use for digging
3871,94,4,use for stirring paint
3872,94,4,wood for a fire
3873,94,4,stack and shave for wooden artwork
3874,94,4,put in hair as a hair pin
3895,95,4,Household Hacks
3896,95,4,Music and Sound
3897,95,4,Games
3898,95,4,Decoration
3899,95,4,Hair Accessory
3900,95,4,Cooking
3992,95,4,Poking small holes in soil for planting seeds. Using as a makeshift bookmark. As a temporary fix for a missing or broken zipper pull.
3993,95,4,Tapping the eraser end as a makeshift percussion instrument. Using pencils as drumsticks on a hard surface.
3994,95,4,Pencil flip games: Trying to flip the pencil and catch it. Improvised tabletop games using pencils as game pieces.
3995,95,4,Stacking pencils in a decorative way for centerpieces. Attaching small items to pencils and using them as decorative accents.
3996,95,4,Holding up hair in a bun or ponytail. Decorating pencils and using them as hair accessories.
3997,95,4,"Checking the readiness of baked goods by inserting a pencil (clean, of course) into the center."
3919,97,4,Fire tinder
3920,97,4,use the graphite on a stuck zipper to help unstick it
3921,97,4,to secure the end of a tube of toothpaste
3922,97,4,to keep a hair bun in place
3923,97,4,plant support sticks in garden
3924,97,4,use cedar pencil shavings to repel moths from clothes
4014,97,4,use as a guide when putting seeds into soil (gardening)
4015,97,4,practice using them like chopsticks
4016,97,4,tie a string and feather to the end to turn it into a cat toy
4017,97,4,use the eraser to remove sticker residue
4018,97,4,use erasers like stoppers on picture frames
4019,97,4,magic wand
3865,98,4,Picture frame
3866,98,4,Spool for thread
3867,98,4,Garden pot posts
3868,98,4,Birdhouse
3869,98,4,Height marker
3870,98,4,Candle holder/Stationery holder
3938,98,4,Ruler/Straight edge for drawing
3939,98,4,Vase
3940,98,4,Use the eraser end as a stamping tool
3941,98,4,Create a stick-doll
3942,98,4,Stringed puppet props
3943,98,4,Cat toy
3851,99,4,as a hair decoration
3852,99,4,to part your hair
3853,99,4,to help move furniture
3854,99,4,as a straight edge
3891,99,4,to use as a knife
3892,99,4,as fuel for a fire
3893,99,4,as medical supplies
3894,99,4,to use as a hanger
4216,100,4,Measuring short distances
4217,100,4,Carve into art
4218,100,4,Grind into saw dust and use the sawdust as filler
4219,100,4,Tie/Glue together to make structures
4220,100,4,Fill in tiny but deep holes
4221,100,4,Arms on a tiny snowman
4302,100,4,Hammer into wall as a makeshift nail
4303,100,4,Propellor for a toy plane
4304,100,4,"Use as an arrow for a small, makeshift bow"
4305,100,4,Chew on
4728,101,4,Campfire tinderwood
4729,101,4,Flip to eraser side for coffee stirrer
4730,101,4,Bridge for ants
4731,101,4,Brace for broken glasses
4732,101,4,Walking stick for an ancient squirrel
4733,101,4,Capo for guitar
4876,101,4,Pencil sword to shield from blowgun pencil projectiles
4877,101,4,Mouse boat push stick to move through a shalllow riverbank
4878,101,4,Kebab stick
4879,101,4,Squirrel pullup bar
4880,101,4,Charcoal-like drawing dust
4881,101,4,Bottom of shoe cleaner
4192,102,4,Make rag dolls by rapping a pencil in rags and decorating
4193,102,4,Doorstop
4194,102,4,Line with clay and use as a paperweight
4195,102,4,Make a mini bow with pencil arrows
4196,102,4,Use by thrusting the pointed end into a snowman as a nose
4197,102,4,"Stick in soil and make paper flowers, glue them to the eraser end of the pencil for fake flowers."
4294,102,4,Bake an unused pencil into a cake and give it to someone as a prank.
4295,102,4,Juggle them
4296,102,4,Make a pencil collection
4297,102,4,Use them as bookmarks
5258,103,4,use as a rolling pin to make a small peice of bread for cinnamon toast later
5259,103,4,make a silly juggling act and try not to stab your eye out
5260,103,4,try to balance on your nose to practice for your modeling or circus career
5261,103,4,use as a drumstick and make a beat box jam with your buds
5262,103,4,use to make a straight line while creating a box for your tiny frog in a creative painting project
5263,103,4,bury and see if your memory serves you 5 years later when you try to find it
5279,103,4,cut up into lil peieces and use as an education counting tool
5280,103,4,use as a stake to hold a tiny plant or glue several together to make larger stake
5281,103,4,use with gluegun to create a model bridge
5282,103,4,use as a a replacement arrow for your bow and arrow
5283,103,4,build a barbie raft
4563,104,4,Use it as a plant marker when you plant seeds
4564,104,4,Use as a paint stirrer
4565,104,4,Turn the eraser into a tiny stamp
4566,104,4,Use them like Popsicle sticks and make little houses or other structures
4567,104,4,Use it as an instrument
4568,104,4,use it to poke holes into objects
4636,104,4,Use it to measure things
4637,104,4,Glue some together to make a picture frame
4638,104,4,Tie them to seedlings to make sure the plant grows upright
4639,104,4,Tie some together and make a artsy looking mobile
4640,104,4,Use it as a support for figures or trinkets that keep falling over
4641,104,4,Use it to scratch an itch on your back
4794,105,4,to unlock a door
4795,105,4,as a conductor for electricity
4796,105,4,as a toy
4797,105,4,as a paper wedge
4798,105,4,as decoration
4892,105,4,punch through a paper for design
4893,105,4,as a roller
4894,105,4,as a pointer
4895,105,4,to set fire in the forest by rubbing it against stone or wood
4844,106,4,as a weapon
4845,106,4,as an airplane for disabled fairies
4846,106,4,as a ruler
4847,106,4,to build a fence with
4952,106,4,baton
4953,106,4,make into a whistle
4954,106,4,part of a pine wood derby car
4955,106,4,earring holder
4956,106,4,as a drawer pull
4973,107,4,add paint to tip and use for more precise outlines etc
4974,107,4,add styrofoam ball and use pencil as body for any figurine
4975,107,4,put on base add pencil than put receipts on the tip and slide down
4976,107,4,nail art tool
4977,107,4,paint the pencil turn into creative gift
4978,107,4,use as a tool to get out dirt from crevises
5040,107,4,create a mini log house out of pencils
5041,107,4,turn into a phallic object for fun or prank
5042,107,4,covertip add marshmellows for a treat
5043,107,4,use eraser to clean suede
4596,109,4,Play spin the bottle with a pencil
4597,109,4,Get a rubberband and use as a sling shot
4598,109,4,make a bird house
4599,109,4,use to prop up plants that are falling over
4600,109,4,glue together to make goal posts and play paper football
4601,109,4,make a toy gluing pencils together
4669,109,4,back scratcher
4670,109,4,can use to clean tight spaces by wrapping some sort of cloth around the point
4671,109,4,to fling at someone
4672,109,4,use to roll the tape back into a cassette
4479,110,4,Self defense weapon
4480,110,4,Stake for plants
4481,110,4,Used as a ruler for straight lines
4482,110,4,Push down cuticles
4483,110,4,Dart or arrow
4484,110,4,Drum sticks
4626,110,4,Tying your hair in a bun
4627,110,4,Tie them together & use erasers as a stamp
4628,110,4,Use eraser to get rid of sticker residue
4629,110,4,Roll your toothpaste with it
4523,111,4,trace to draw straight lines
4524,111,4,weapon
4525,111,4,hairpin
4526,111,4,projectile
4527,111,4,stack them to make a sculpture
4528,111,4,decorations
4608,111,4,to measure
4609,111,4,glue them around a cup to hold other pencils
4610,111,4,scratch your back
4611,111,4,use the eraser as an earing back
4612,111,4,throw into the ceiling and stick in it
4613,111,4,use it as a guide
4711,112,4,Push them down into ground and use them as fences for a little fairy village
4712,112,4,Make tiny sculptures carved out of them
4713,112,4,Glue a bunch together and use it as a small toy boat
4714,112,4,Use as markers in the ground
4715,112,4,Use as hair chopsticks
4716,112,4,Put string on the end and use it as a cat toy
4821,112,4,Use to hold up a fallen plant
4822,112,4,Put four through a cardboard box as legs and make a toy out of it
4823,112,4,Pretend your Wolverine and use as claws
4824,112,4,Use it to scratch your back
4825,112,4,Use it to curl your hair as hair curlers
4689,113,4,weapon
4690,113,4,A bag deflator
4691,113,4,craft for gluing on a canvas
4692,113,4,science project sling thrower
4693,113,4,insect pet climber
4694,113,4,gum scraper
4746,113,4,windshield scraper
4747,113,4,plant stake
4748,113,4,weapon
4749,113,4,kid darts
4750,113,4,book marker
4751,113,4,plant brace for injured plant
4918,114,4,weapon
4919,114,4,use as an instrument for drums
4920,114,4,mixing tool
4921,114,4,leveling tool
4922,114,4,splint
4923,114,4,tool for cleaning stuff
4999,114,4,marking tool
5000,114,4,plant support
5001,114,4,remove sticker gunk
5002,114,4,chopsticks
4740,115,4,support to hold up droopy plants
4741,115,4,dart for styrofoam dart board
4742,115,4,poke holes in parchment paper when cooking
4743,115,4,spin as fidget toy
4744,115,4,roll playdoh flat
4745,115,4,place on sill to keep window slightly open
4870,115,4,use as drumsticks
4871,115,4,eyeliner replacement
4872,115,4,use as a kabob stick
4873,115,4,tent spike
4874,115,4,break as frustration releaser
4875,115,4,emergency teether for baby
4838,116,4,Eye Gouger
4839,116,4,Pointer
4840,116,4,ADHD Stimulating object
4841,116,4,Eraser
4842,116,4,Mail opener
4843,116,4,Stylus
4906,116,4,Straight edge / ruler
4907,116,4,Hair peace
4908,116,4,Finger cast
4909,116,4,Firewood (wooden pencil)
4910,116,4,Tooth pick
4911,116,4,Marker
4699,117,4,bird house
4700,117,4,stick for seedlings
4701,117,4,shavings for small rodents or birds
4702,117,4,jewlery
4703,117,4,art
4704,117,4,stick dolls
4809,117,4,tape cassette winder
4810,117,4,open up packaging
4811,117,4,picture frame design
4812,117,4,pencil holder
4813,117,4,wood dowel
4814,117,4,book mark
4774,118,4,wedging it under something to lodge an item free
4775,118,4,"Darts, if they are really sharp"
4776,118,4,Can make a tower as an art project (alternative to popsicle sticks)
4777,118,4,Stab it into something and pick it up
4778,118,4,A balance beam
4866,118,4,magic wand
4867,118,4,earring back
4868,118,4,tie some together and use as a measuring stick
4869,118,4,juggling
4882,119,4,gunk scraper
4883,119,4,mini decoration wooden fence log cabin
4884,119,4,pointed tip for poking or scratching
4885,119,4,child teething
4886,119,4,mini flag pole
4887,119,4,message roller
4969,119,4,tiny seesaw
4970,119,4,tiny golf club
4971,119,4,wood carving practice
4972,119,4,emergency lynch pin cut to size
4957,120,4,Weapon
4958,120,4,Beat Maker
4959,120,4,Shovel
4960,120,4,Drawing
4961,120,4,Massager
4962,120,4,Itcher
5024,120,4,Hair scratcher
5025,120,4,Digger
5026,120,4,Ear itcher
5027,120,4,Tapper
5028,120,4,Toothbrush
5029,120,4,Throwable weapon
5140,121,4,use it to part your hair in a straight line
5141,121,4,whittle down to form a spear or canoe for a Native American diorama
5142,121,4,turn sideways and use as a stick to hang a wall hanging/weaving on
5143,121,4,plug a hole
5144,121,4,drop it so that your crush can notice and pick it up for you
5145,121,4,stick into a ball of yarn and use eraser portion as a pincushion
5190,121,4,throw for your dog to play fetch
5191,121,4,line up many at uniform or varying heights to create an edge around a flower bed
5192,121,4,glue together to form a cabin for dolls
5193,121,4,"use to fashion a model skeleton, using the wood as bones and the erasers as joints."
5194,121,4,knock something off a shelf that is just out of reach
5195,121,4,wrap pipe cleaners around and trim them to make a christmas tree decoration for a shelf or mantle. the pencil is the trunk
5014,123,4,crafts
5015,123,4,fire starter
5016,123,4,weapon
5017,123,4,hole punch
5078,123,4,plant stand
5079,123,4,chopsticks
5080,123,4,small spear
5081,123,4,small flag pole
5082,123,4,tourniquet
4935,124,4,use it as a weapon
4936,124,4,carve it into something
4937,124,4,put it into wall and use a holder
4938,124,4,use it to hold a bun in place
4939,124,4,use two as chopsticks
4995,124,4,use eraser for eraser burns
4996,124,4,use eraser side to make wall pinkish
4997,124,4,use it for occupational therapy activities
4998,124,4,use it as fire wood
5003,126,4,to build a log house
5004,126,4,tie a couple together and make Barbie a raft
5005,126,4,Q-tip
5006,126,4,put in water to drink to get rid of hiccups
5007,126,4,tie a string on it and it's a cat toy
5008,126,4,unit of measurement
5072,126,4,chopsticks
5073,126,4,drumsticks
5074,126,4,tiny hole digger
5075,126,4,drill into wall as a hook
5076,126,4,to tighten your curls with
5077,126,4,tie a flag on it and use it as a yard marker
5232,127,4,behind the ear decor
5233,127,4,weapon to stab an attacker with
5234,127,4,use as a brace for a broken finger
5235,127,4,use many of them to create statues
5236,127,4,use as a replacement for arrow in archery
5237,127,4,use in nerf gun instead of spongey ammo
5242,127,4,use to crate a wooden windchime
5243,127,4,use as a replacement for chopsticks
5244,127,4,use the eraser or body as a paint stamp
5245,127,4,use to create a log cabin
5246,127,4,use as a style holder for buns in long hair
5309,128,4,drill a hole in paper
5310,128,4,drawing
5311,128,4,shade a place to color
5312,128,4,as musical intruments when hit against each other
5313,128,4,door stopper
5314,128,4,paper weight
5321,128,4,use for kite
5322,128,4,children chew it
5323,128,4,decorate shelves
5324,128,4,page marking in a book
5325,128,4,to light fire
5295,129,4,Stake for a vining plant
5296,129,4,Material for a thatched/patterned wall
5297,129,4,Glue together to make a sculpture
5298,129,4,Kindling for a fire
5299,129,4,Sew inside of a doll to give the limbs structure
5300,129,4,Carve tiny designs into the lead
5305,129,4,Build a tiny log cabin
5306,129,4,Make into a prop cigarette
5307,129,4,Use eraser as a stamp for a pointilism painting
5308,129,4,As a skewer for roasting marshmallows over a stove
5388,130,4,Affix together with other pencils and rubber bands to make a crossbow
5389,130,4,Self defense
5390,130,4,Open mail/envelopes
5391,130,4,Use the shavings to make cushioning for something
5392,130,4,Practice whittling with a knife
5393,130,4,Use it to clear a blockage in a tube
5394,130,4,Glue them together to make a display stand
5395,130,4,Open plastic shrink-wrap packaging
