id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,rater4
70060,1aF77W6m,1,paperclip,use tip to scrape things for cleaning,4,4,2,2
70061,1aF77W6m,1,paperclip,chain them together into a link as a game,2,2,1,3
70062,1aF77W6m,1,paperclip,hang things with it.,2,3,1,1
70063,1BHxIRq1,1,paperclip,fish hook,2,3,2,3
70064,1BHxIRq1,1,paperclip,collate papers,1,1,1,1
70065,1BHxIRq1,1,paperclip,fix computer keyboard,2,3,3,2
70066,1BHxIRq1,1,paperclip,retrieve dropped items,2,5,2,2
70067,1BHxIRq1,1,paperclip,christmas ornament hanger,2,3,1,2
70068,1BHxIRq1,1,paperclip,sculpture,2,4,2,2
70069,1BHxIRq1,1,paperclip,clean fingernails,2,3,2,2
70070,1BHxIRq1,1,paperclip,ream out clogged area,2,4,1,2
70071,1hb56yYu,1,paperclip,To help keep a zipper up,4,4,2,2
70072,1hb56yYu,1,paperclip,to bind two pieces of heavy fabric,2,3,2,1
70073,1hb56yYu,1,paperclip,to reach into a cramped hard to reach space,1,3,2,1
70074,1hb56yYu,1,paperclip,to carve a message,4,4,2,2
70075,1hb56yYu,1,paperclip,"to scrape away paint, etc.",4,5,2,2
70076,1S8A5eB9,1,paperclip,pin,2,3,2,1
70077,1S8A5eB9,1,paperclip,folder clip,1,1,1,1
70078,1S8A5eB9,1,paperclip,diapers pin,3,3,3,2
70083,1xS08G27,1,paperclip,earring clip,2,2,2,2
70084,1xS08G27,1,paperclip,bracelet,2,2,2,2
70085,1xS08G27,1,paperclip,necklace,2,2,1,2
70086,1xS08G27,1,paperclip,us as a hanger,2,3,2,2
70087,1xS08G27,1,paperclip,mouse jouster,4,3,5,4
70088,1xS08G27,1,paperclip,remove grout ,2,4,2,2
70089,1xS08G27,1,paperclip,clean toenails,2,3,2,2
70090,1xS08G27,1,paperclip,hold chips bag together,1,4,1,2
70091,1xS08G27,1,paperclip,hair pin,2,3,2,2
70092,1xS08G27,1,paperclip,key opener,2,3,1,2
70093,1zNzBi5Y,1,paperclip,make paperclip man out of it,5,2,3,2
70094,1zNzBi5Y,1,paperclip,just twist it up for stress relief,3,4,3,2
70095,1zNzBi5Y,1,paperclip,use it tie things together like as a cotter pin,5,3,1,1
70096,1zNzBi5Y,1,paperclip,cleaning ears out but be careful,2,3,3,2
70097,25D5c5m2,1,paperclip,make a pinwheel with a sheet of notebook paper and a pencil,5,5,3,2
70098,25D5c5m2,1,paperclip,fix your glasses,4,3,2,2
70099,25D5c5m2,1,paperclip,affix a note to a bulletin board,1,1,2,2
70100,25D5c5m2,1,paperclip,pin up the hem of your skirt,4,2,2,2
70101,25D5c5m2,1,paperclip,reset an electronic device,5,4,2,2
70102,25D5c5m2,1,paperclip,clip papers,1,1,1,1
70103,25D5c5m2,1,paperclip,binder clip,1,1,1,1
70104,25D5c5m2,1,paperclip,poke somebody,1,2,2,1
70105,26AI7yNO,1,paperclip,As a pin to puncture,2,2,2,1
70106,26AI7yNO,1,paperclip,A lock pick,3,3,1,2
70107,26AI7yNO,1,paperclip,A pipe cleaner,4,4,2,2
70108,2FhA1V0Q,1,paperclip,Hairclip,2,3,2,2
70109,2FhA1V0Q,1,paperclip,picklock,2,3,1,2
70110,2FhA1V0Q,1,paperclip,pencil stand,3,4,3,2
70111,2FhA1V0Q,1,paperclip,clean your ears,2,3,2,2
70112,2FhA1V0Q,1,paperclip,itch yourself,4,4,2,2
70113,2FhA1V0Q,1,paperclip,hit the reset button on a modem,2,4,2,2
70114,2FhA1V0Q,1,paperclip,hold papers,1,1,1,1
70115,2FhA1V0Q,1,paperclip,entertain yourself.,4,3,2,1
70116,2FtPmg0Q,1,paperclip,hold paper together,1,1,1,1
70117,2FtPmg0Q,1,paperclip,pick a lock,2,3,1,2
70118,2FtPmg0Q,1,paperclip,key chain,2,3,1,2
70119,2FtPmg0Q,1,paperclip,link together to make a necklace,2,2,1,2
70120,2FtPmg0Q,1,paperclip,use in shaping clay,3,4,2,3
70121,2IEcg7El,1,paperclip,clip papers,1,1,1,1
70122,2IEcg7El,1,paperclip,keep things stuck together,1,1,1,1
70123,2IEcg7El,1,paperclip,clean out narrow objects,2,3,2,2
70124,2T268S98,1,paperclip,money clip,1,3,1,2
70125,2T268S98,1,paperclip,fish hook,2,3,2,3
70126,2U79djJ6,1,paperclip,Unlock a door,3,3,1,2
70127,2U79djJ6,1,paperclip,sharpen the end to pierce an ear,1,3,3,2
70128,2U79djJ6,1,paperclip,hair clip,3,3,2,2
70129,2U79djJ6,1,paperclip,use to hang christmas ornament,4,3,1,2
70130,2U79djJ6,1,paperclip,use to push reset button on computer or other various items,5,4,2,2
70131,2vKh22Tq,1,paperclip,lock picker,3,3,1,2
70132,2vKh22Tq,1,paperclip,toothpick,1,4,1,2
70133,2vKh22Tq,1,paperclip,pin,2,2,2,1
70134,2Xywd76Z,1,paperclip,straightened out,2,2,1,1
70135,2Xywd76Z,1,paperclip,it can be used to reset a modem straightened out,2,4,2,2
70136,344dbgyl,1,paperclip,Hang party decor,2,3,1,2
70137,344dbgyl,1,paperclip,antina,2,4,2,2
70138,344dbgyl,1,paperclip,nail cleaner,2,4,1,2
70139,344dbgyl,1,paperclip,poke hole,2,3,2,1
70140,3drmN5S2,1,paperclip,use to open a push button door lock,2,4,1,2
70141,3drmN5S2,1,paperclip,make a hook out of it,2,3,1,2
70142,3drmN5S2,1,paperclip,link together and make a belt,2,4,1,2
70143,3drmN5S2,1,paperclip,make a necklace or bracelet,2,2,1,2
70144,3drmN5S2,1,paperclip,use as a hook for fishing,2,3,2,3
70145,3drmN5S2,1,paperclip,make a tooth pick out of it,2,4,2,2
70146,3fDKk8eo,1,paperclip,lock pick,3,3,1,2
70147,3fDKk8eo,1,paperclip,poke your eye out,1,2,2,1
70148,3fDKk8eo,1,paperclip,get a cd out of the cd player,5,4,2,2
70149,3fDKk8eo,1,paperclip,hair clip,3,3,2,2
70150,3fDKk8eo,1,paperclip,pointer,3,4,2,1
70151,3fDKk8eo,1,paperclip,back scratcher,3,3,3,2
70152,3fDKk8eo,1,paperclip,cuticle pusher,1,3,2,2
70153,3fDKk8eo,1,paperclip,nose picker,1,2,4,2
70157,3KwNtbkQ,1,paperclip,HOLD PAPERS,1,1,1,1
70158,3KwNtbkQ,1,paperclip,MAKE A CHAIN,2,2,1,1
70159,3KwNtbkQ,1,paperclip,USE WITH A MAGNET,2,5,2,2
70160,3KwNtbkQ,1,paperclip,MAKE CRAFTS,2,3,2,1
70161,3KwNtbkQ,1,paperclip,HOLD A SIGN,2,3,2,2
70162,3KwNtbkQ,1,paperclip,CLEAN OUT HARD TO REACH PLACES,2,3,2,2
70163,3N1tv1g7,1,paperclip,keep papers together,1,1,1,1
70164,3N1tv1g7,1,paperclip,use as a de-bowler,4,4,4,1
70165,3N1tv1g7,1,paperclip,remove dirt behind fingernails,2,4,2,2
70166,3N1tv1g7,1,paperclip,pierce ears,2,4,2,2
70167,3N1tv1g7,1,paperclip,earrings,2,2,2,2
70168,3qx6PWXs,1,paperclip,Hold papers together,1,1,1,1
70169,3qx6PWXs,1,paperclip,make jewelry,2,2,1,1
70170,3qx6PWXs,1,paperclip,bend to use to hold objects together,2,1,1,2
70171,3qx6PWXs,1,paperclip,bend it to pick objects up with sharp end,2,3,3,2
70172,3qx6PWXs,1,paperclip,make decorations by clipping together multiple paper clips,2,3,1,2
70173,3qx6PWXs,1,paperclip,hang things from them,2,3,1,1
70174,3vBR15MO,1,paperclip,Holding Papers,1,1,1,1
70175,3vBR15MO,1,paperclip,To Reset Electronic Devices (stick a pin in it),5,4,2,2
70176,3vBR15MO,1,paperclip,Business Card Stand,4,3,4,2
70177,3vBR15MO,1,paperclip,Fold it for Art,4,3,1,1
70178,3vBR15MO,1,paperclip,Paper Clip Necklace,4,2,1,1
70179,3vBR15MO,1,paperclip,Hold Hanging Decorations (on a string),4,3,2,2
70180,3vBR15MO,1,paperclip,Hold String Lights (with tape),5,4,1,2
70181,3vBR15MO,1,paperclip,Cat Toy (dangle on string),5,5,2,3
70182,3vBR15MO,1,paperclip,Cheap Hair Clip,3,3,2,2
70183,435BgI61,1,paperclip,Make a necklace,4,2,1,2
70184,435BgI61,1,paperclip,pick a lock,3,3,1,2
70185,435BgI61,1,paperclip,use as a conductor between two metal objects,4,5,2,2
70186,435BgI61,1,paperclip,put your hair up,3,3,2,2
70187,435BgI61,1,paperclip,fix a broken necklace,4,2,2,2
70188,435BgI61,1,paperclip,push the button to change the time on a clock,5,4,2,2
70189,46nE85l6,1,paperclip,tie for papers,1,1,1,1
70190,46nE85l6,1,paperclip,tight the papers,1,1,1,1
70191,4adIFJkZ,1,paperclip,latches together papers,1,1,1,1
70192,4adIFJkZ,1,paperclip,small paperweight,4,2,2,1
70193,4adIFJkZ,1,paperclip,made into a lockpick,3,3,1,2
70194,4adIFJkZ,1,paperclip,used as tokens,4,4,3,1
70202,4HiPU3ch,1,paperclip,Hair clip,3,3,2,2
70203,4HiPU3ch,1,paperclip,Jewelry Clasp,4,3,2,1
70204,4HiPU3ch,1,paperclip,Barbie Ice-Skates,1,3,5,4
70205,4HiPU3ch,1,paperclip,Crown,3,3,3,2
70206,4No6x5W4,1,paperclip,hold paper togather,1,1,1,1
70207,4No6x5W4,1,paperclip,use for craft,4,4,1,1
70208,4No6x5W4,1,paperclip,use the straight end to reset your interent box,5,4,2,2
70209,4No6x5W4,1,paperclip,for jewerl,4,3,2,1
70210,4No6x5W4,1,paperclip,for unlocking a lock,3,3,1,2
70211,4RcV7Sp1,1,paperclip,lock picker,3,3,1,2
70212,4RcV7Sp1,1,paperclip,hold paper together,1,1,1,1
70213,4RcV7Sp1,1,paperclip,itch scratcher,2,4,3,1
70214,4RcV7Sp1,1,paperclip,substitute safety pin,2,3,2,1
70215,4RcV7Sp1,1,paperclip,earring,4,3,2,2
70216,4RcV7Sp1,1,paperclip,zipper pull,4,4,2,2
70217,4RcV7Sp1,1,paperclip,cake tester,5,4,3,2
70218,4RcV7Sp1,1,paperclip,jewelry/necklace,4,2,2,1
70219,4RcV7Sp1,1,paperclip,bracelet,4,3,2,2
70220,55L6Wwjn,1,paperclip,hold papers together,1,1,1,1
70221,55L6Wwjn,1,paperclip,hold keys together,2,1,1,1
70222,55L6Wwjn,1,paperclip,pick a lock,3,3,1,2
70223,57D9S225,1,paperclip,hold paper,1,1,1,1
70224,57D9S225,1,paperclip,unlock doors,2,3,1,2
70225,57D9S225,1,paperclip,put in hair,2,3,2,1
70226,57ZLnnlc,1,paperclip,it can be used to attach papers together,1,1,1,1
70227,57ZLnnlc,1,paperclip,close bags,1,4,1,2
70228,57ZLnnlc,1,paperclip,unscrew screws,2,5,2,2
70229,57ZLnnlc,1,paperclip,pick teeth,2,4,1,2
70230,57ZLnnlc,1,paperclip,remove stuck erasers from pencils,4,4,4,2
70231,57ZLnnlc,1,paperclip,scratch an itch,2,4,2,2
70232,57ZLnnlc,1,paperclip,"check if a baked item (cake, muffin) is moist or able to be removed from the oven",3,4,3,3
70233,59auf5Di,1,paperclip,cleaning under fingernails,2,3,2,2
70234,59auf5Di,1,paperclip,cleaning a pipe,2,3,2,2
70235,59auf5Di,1,paperclip,painting something very tiny,3,4,3,2
70236,59auf5Di,1,paperclip,roach clip,3,5,1,2
70237,5CH3FMbC,1,paperclip,Use it to hold papers together,1,1,1,1
70238,5CH3FMbC,1,paperclip,Unfold it and make it into a ring,2,2,2,2
70239,5CH3FMbC,1,paperclip,Unfold it and use it as a short wire,2,4,2,2
70240,5CH3FMbC,1,paperclip,Link the paperclips together to make a bracelet or necklace,2,2,1,2
70241,5CH3FMbC,1,paperclip,Use paperclips as part of a craft,2,4,2,2
70242,5CH3FMbC,1,paperclip,Make it into a game by picking up the paperclips with a magnet,2,3,2,3
70243,5CH3FMbC,1,paperclip,Use it as a bookmark,1,3,2,2
70244,5fii6yAD,1,paperclip,Stick figure,2,3,2,2
70245,5GS33saU,1,paperclip,hold papers together,1,1,1,1
70246,5GS33saU,1,paperclip,art project,2,4,2,2
70247,5GS33saU,1,paperclip,make jewelry,2,2,1,1
70248,5GS33saU,1,paperclip,use to hang stuff on the wall,2,3,1,2
70249,5GS33saU,1,paperclip,unclog hair from drain,3,4,2,2
70250,5HXO64Ya,1,paperclip,use as a hair clip,2,3,2,2
70251,5HXO64Ya,1,paperclip,unbend and use as a lock pick,2,3,1,2
70252,5HXO64Ya,1,paperclip,use as a tool for sculpting clay,3,4,2,3
70253,5HXO64Ya,1,paperclip,clip socks together before putting in the wash,4,4,1,3
70254,5KN8A59N,1,paperclip,use it to keep papers together,1,1,1,1
70255,5KN8A59N,1,paperclip,use it to hang things,2,3,1,1
70256,5KN8A59N,1,paperclip,use it to unclog a spray bottle,5,4,2,2
70257,5KN8A59N,1,paperclip,christmas ornament holder,2,3,1,2
70258,5KN8A59N,1,paperclip,toenail cleaner,2,4,2,2
70259,5LC5K5oU,1,paperclip,can creat art like make a heart with the paper clip,4,4,2,3
70260,5LC5K5oU,1,paperclip,clip paper,1,1,1,1
70261,5spKk965,1,paperclip,Pick a lock,3,3,1,2
70262,5spKk965,1,paperclip,Make a stick figure,5,2,3,2
70263,5spKk965,1,paperclip,Hang something from your keychain,4,3,1,2
70264,5Tsk755o,1,paperclip,Hold pieces of paper together.,1,1,1,1
70265,5Tsk755o,1,paperclip,Unlock a push-lock locked door,2,3,1,2
70266,5Tsk755o,1,paperclip,Hairpin when no bobby pins are available,2,3,2,2
70267,5Tsk755o,1,paperclip,Poke small holes in paper for attached a string,2,3,3,1
70268,5Tsk755o,1,paperclip,Hold a card to a curtain for display,2,3,2,2
70269,5vOtwDx3,1,paperclip,unlock a door,3,3,1,2
70270,5vOtwDx3,1,paperclip,sling shot,5,3,3,2
70271,5vOtwDx3,1,paperclip,q-tip,4,3,2,2
70272,5vOtwDx3,1,paperclip,change it to the letter S,5,2,2,2
70273,5vOtwDx3,1,paperclip,make a chain,3,2,1,1
70274,5vOtwDx3,1,paperclip,close a bag of chips,2,3,1,2
70275,5zfFE44T,1,paperclip,to stick a paper,2,3,1,1
70276,67q3o3y7,1,paperclip,To open a door,2,3,1,2
70277,67q3o3y7,1,paperclip,To burn a hole in a smashed nail to let the blood out,4,5,4,3
70278,67q3o3y7,1,paperclip,To make arts and crafts,2,4,2,2
70279,67q3o3y7,1,paperclip,To hold hair in place,2,3,2,2
70280,6EcRhhAL,1,paperclip,clip papers together,1,1,1,1
70281,6EcRhhAL,1,paperclip,make a necklace,2,2,1,2
70282,6EcRhhAL,1,paperclip,use as a zipper holder,2,5,2,2
70283,6EcRhhAL,1,paperclip,to clean small areas,2,4,2,2
70284,6EcRhhAL,1,paperclip,to use as a sharp object to write in the dirt,3,4,2,2
70285,6EcRhhAL,1,paperclip,to hold items together,1,2,1,1
70286,6EcRhhAL,1,paperclip,for decoration,2,3,2,1
70287,6EcRhhAL,1,paperclip,to clean between teeth,2,4,2,2
70288,6EcRhhAL,1,paperclip,to scratch someone,2,3,2,2
70289,6EcRhhAL,1,paperclip,Use to press a small button such as resetting router,2,4,2,2
70290,6EcRhhAL,1,paperclip,used as puzzles,5,5,2,2
70291,6EcRhhAL,1,paperclip,use for kids solving problems,3,4,3,2
70292,6gNs42nt,1,paperclip,fingernail cleaner,1,3,2,2
70293,6gNs42nt,1,paperclip,clean grout,4,3,2,2
70294,6gNs42nt,1,paperclip,push the 'reset' button on the back of an Android tablet,5,4,2,2
70295,6gNs42nt,1,paperclip,replace the earpiece screw on glasses until getting them fixed,4,3,3,2
70296,6gNs42nt,1,paperclip,fix broken necklace,4,2,2,2
70297,6gNs42nt,1,paperclip,make child's necklace (with several),4,2,1,2
70298,6gNs42nt,1,paperclip,hold papers together!,1,1,1,1
70299,6hf8viCt,1,paperclip,Putting pages together,1,1,1,1
70300,6hf8viCt,1,paperclip,Picking a lock,2,3,1,2
70301,6hf8viCt,1,paperclip,using as an antenna,2,4,3,2
70302,6hf8viCt,1,paperclip,Running a current,2,4,3,2
70303,6hf8viCt,1,paperclip,toothpick,2,4,2,2
70304,6hf8viCt,1,paperclip,cleaning out my nails,2,3,2,2
70305,6hf8viCt,1,paperclip,ripping paper,2,4,2,1
70306,6hf8viCt,1,paperclip,scratching things,2,4,2,2
70307,6hf8viCt,1,paperclip,untangling hair,2,5,2,2
70308,6K46lbH7,1,paperclip,HAIR BOW,2,3,2,2
70309,6K46lbH7,1,paperclip,KEY,2,3,1,2
70310,6K46lbH7,1,paperclip,PEN,3,5,3,1
70311,6l6w0BaA,1,paperclip,clip papers together,1,1,1,1
70312,6l6w0BaA,1,paperclip,hang cards up,2,3,1,2
70313,6l6w0BaA,1,paperclip,straighten and pick locks,2,3,1,2
70314,6xuQ1Z9X,1,paperclip,holding paper together ,1,1,1,1
70315,6xuQ1Z9X,1,paperclip,entertainment to kids ,3,2,2,1
70316,6xuQ1Z9X,1,paperclip,pick locks,3,3,1,2
70317,6xuQ1Z9X,1,paperclip,tooth pick,1,4,1,2
70318,6xuQ1Z9X,1,paperclip,a weight for a scale ,2,1,2,1
70319,714kNX5M,1,paperclip,hair clip / barrete,3,3,2,2
70320,714kNX5M,1,paperclip,abstract art sculpture,5,4,2,2
70321,714kNX5M,1,paperclip,lockpick,3,3,1,2
70322,714kNX5M,1,paperclip,device used to clean under finger nails,1,3,2,2
70323,714kNX5M,1,paperclip,cellphone/electronic device resetter tool,5,4,2,2
70324,714kNX5M,1,paperclip,toothpick,1,4,1,2
70325,714kNX5M,1,paperclip,stabbing utensil,2,4,2,1
70326,714kNX5M,1,paperclip,head scratcher,2,4,2,2
70327,72I2UHeb,1,paperclip,"necklace parts, necklace closure hardware",2,2,1,2
70328,72I2UHeb,1,paperclip,hair accessory,2,3,2,2
70329,72I2UHeb,1,paperclip,chip bag closer,1,4,1,2
70330,72I2UHeb,1,paperclip,mustard bottle unclogged. ,4,4,3,3
70331,72I2UHeb,1,paperclip,glue bottle unclogger,3,4,2,3
70332,72I2UHeb,1,paperclip,ornament hanger,2,3,1,2
70333,72I2UHeb,1,paperclip,letter opener,2,3,2,2
70334,72I2UHeb,1,paperclip,necklace closure hardware,2,2,1,2
70335,72I2UHeb,1,paperclip,earring,2,2,2,2
70336,77sZintI,1,paperclip,Use as a key,3,3,1,2
70337,77sZintI,1,paperclip,as a clothes-hanger,4,3,2,2
70338,77sZintI,1,paperclip,to stick pages together,1,1,1,1
70339,77sZintI,1,paperclip,as a means of getting a SIM card out of a phone,5,3,2,2
70340,77sZintI,1,paperclip,puncturing something,2,2,2,1
70341,77sZintI,1,paperclip,grabbing something slightly out of reach,2,5,2,1
70342,77sZintI,1,paperclip,as a magnet,4,2,1,1
70343,7Ax9AeZ2,1,paperclip,bookmark,1,4,2,1
70344,7Ax9AeZ2,1,paperclip,ruler,1,3,4,2
70345,7Ax9AeZ2,1,paperclip,key chain,4,4,1,1
70346,7Ax9AeZ2,1,paperclip,pendant,4,2,1,2
70347,7Ax9AeZ2,1,paperclip,hole puncher,2,2,2,1
70348,7bxXP4eJ,1,paperclip,hold together paper,1,1,1,1
70349,7bxXP4eJ,1,paperclip,art projects,2,4,2,2
70350,7bxXP4eJ,1,paperclip,science projects,2,4,2,2
70351,7bxXP4eJ,1,paperclip,making a compass,2,5,2,2
70352,7bxXP4eJ,1,paperclip,antennae,2,4,2,2
70353,7bxXP4eJ,1,paperclip,magnetics,2,4,3,2
70354,7GArH3BH,1,paperclip,unbend and make a wire sculpture,5,3,2,1
70355,7GArH3BH,1,paperclip,use to pick a lock,3,3,1,2
70356,7GArH3BH,1,paperclip,attach many together and make a belt,5,4,1,3
70357,7Gm32lak,1,paperclip,pick a lock,3,3,1,2
70358,7Gm32lak,1,paperclip,use it to poke a hole,2,2,2,1
70359,7Gm32lak,1,paperclip,hold paper together,1,1,1,1
70360,7Gm32lak,1,paperclip,use as a wire twistto bundle something,4,3,2,1
70361,7hi72B6r,1,paperclip,picture hanger,4,4,1,2
70362,7hi72B6r,1,paperclip,pipe cleaner,4,3,1,2
70363,7hi72B6r,1,paperclip,lock pick,3,3,1,2
70364,7hi72B6r,1,paperclip,hole punch,2,2,2,1
70365,7hi72B6r,1,paperclip,crevace cleaner,1,3,2,2
70366,7K7X3aB5,1,paperclip,use as a pipe cleaner,2,4,2,2
70367,7K7X3aB5,1,paperclip,use as a hole puncher,2,3,2,2
70368,7K7X3aB5,1,paperclip,use as a fastner,1,4,1,2
70369,7K7X3aB5,1,paperclip,use as a keyring.,2,4,2,2
70370,7Lo5m3w8,1,paperclip,Earring,4,3,2,2
70371,7Lo5m3w8,1,paperclip,Hold items together,1,1,1,1
70372,7Lo5m3w8,1,paperclip,Hole Puncher,2,2,2,1
70373,7Lo5m3w8,1,paperclip,necklace,4,2,1,2
70374,7Lo5m3w8,1,paperclip,Plant hanger,4,3,3,2
70375,7Lo5m3w8,1,paperclip,Sign post,1,2,3,1
70376,7Lo5m3w8,1,paperclip,Hair clip,3,3,2,2
70377,7OHW073E,1,paperclip,use as a necklace,4,2,1,2
70378,7OHW073E,1,paperclip,use to hold a bracelet together,4,2,1,2
70379,7OHW073E,1,paperclip,use to hold a necklace together,4,2,1,2
70380,7OHW073E,1,paperclip,use to pin up something on a board,3,2,2,1
70381,7OHW073E,1,paperclip,use to get a splinter out ,2,3,2,3
70382,7OHW073E,1,paperclip,use to jimmy a lock,3,3,1,2
70383,7OHW073E,1,paperclip,use to conduct energy,4,5,3,2
70384,7OHW073E,1,paperclip,use to hold pants up,4,3,2,2
70385,7tAp1G0i,1,paperclip,lock pick,2,3,1,2
70386,7tAp1G0i,1,paperclip,tooth pick,2,4,2,2
70387,7tAp1G0i,1,paperclip,hold papers together,1,1,1,1
70388,7tAp1G0i,1,paperclip,conductor,2,4,3,2
70389,7tAp1G0i,1,paperclip,twist tie for bread or plastic bags,2,4,2,2
70390,7tAp1G0i,1,paperclip,tie together to form eco friendly bracelet,3,2,2,3
70391,7tAp1G0i,1,paperclip,back scratcher,3,4,2,2
70392,7tAp1G0i,1,paperclip,bookmark,1,3,2,1
70393,7tAp1G0i,1,paperclip,wire organizer (outlet),2,4,3,2
70394,7TsEhr8Z,1,paperclip,Clip Papers together,1,1,1,1
70395,7TsEhr8Z,1,paperclip,Pick a lock,3,3,1,2
70396,7TsEhr8Z,1,paperclip,Use to clean in small areas,2,3,2,2
70397,7TsEhr8Z,1,paperclip,Clean nails,2,3,2,2
70398,7uS4dhoU,1,paperclip,bookmark,1,3,2,1
70399,7uS4dhoU,1,paperclip,picture hanger,2,3,1,2
70400,7uS4dhoU,1,paperclip,tieclip,2,3,2,2
70401,7uS4dhoU,1,paperclip,key,2,3,1,2
70402,7uS4dhoU,1,paperclip,toenail cleaner,2,4,2,2
70406,7zQyX2c4,1,paperclip,tooth pick,2,4,2,2
70407,7zQyX2c4,1,paperclip,hold your hem up,2,3,3,2
70408,7zQyX2c4,1,paperclip,hair clip,2,3,2,2
70409,7zQyX2c4,1,paperclip,hold wires ,1,3,3,1
70410,7zQyX2c4,1,paperclip,lock pic,2,3,1,2
70411,82WWAsi8,1,paperclip,Holding paper together,1,1,1,1
70412,82WWAsi8,1,paperclip,fixing your pants temporarily,4,3,2,2
70413,82WWAsi8,1,paperclip,using to hold picture frames on the wall,4,3,1,2
70414,888P21nX,1,paperclip,keep papers together,1,1,1,1
70415,888P21nX,1,paperclip,put in hair,2,3,2,1
70416,888P21nX,1,paperclip,make a necklace ,2,2,1,2
70417,888P21nX,1,paperclip,clean fingernails ,2,3,2,2
70418,888P21nX,1,paperclip,cherry pit remover ,2,5,3,3
70419,888P21nX,1,paperclip,toothpick ,2,4,2,2
70420,888P21nX,1,paperclip,hem holder,3,3,3,2
70421,888P21nX,1,paperclip,unclogger,3,4,2,1
70422,88ft50be,1,paperclip,keep papers together,1,1,1,1
70423,88ft50be,1,paperclip,keep bags closed,2,3,1,2
70424,88ft50be,1,paperclip,use to hang something up on wall,4,4,1,1
70425,88ft50be,1,paperclip,keep necklace closed,4,2,2,2
