id,idea_content,llama33k10,for_user_id,round_id
70097,make a pinwheel with a sheet of notebook paper and a pencil,277,25D5c5m2,1
70098,fix your glasses,226,25D5c5m2,1
70099,affix a note to a bulletin board,100,25D5c5m2,1
70100,pin up the hem of your skirt,6,25D5c5m2,1
70101,reset an electronic device,300,25D5c5m2,1
70102,clip papers,3,25D5c5m2,1
70103,binder clip,295,25D5c5m2,1
70104,poke somebody,52,25D5c5m2,1
70105,As a pin to puncture,155,26AI7yNO,1
70106,A lock pick,37,26AI7yNO,1
70107,A pipe cleaner,99,26AI7yNO,1
70108,Hairclip,170,2FhA1V0Q,1
70109,picklock,37,2FhA1V0Q,1
70110,pencil stand,392,2FhA1V0Q,1
70111,clean your ears,96,2FhA1V0Q,1
70112,itch yourself,405,2FhA1V0Q,1
70113,hit the reset button on a modem,89,2FhA1V0Q,1
70114,hold papers,151,2FhA1V0Q,1
70115,entertain yourself.,451,2FhA1V0Q,1
70116,hold paper together,3,2FtPmg0Q,1
70117,pick a lock,37,2FtPmg0Q,1
70118,key chain,77,2FtPmg0Q,1
70119,link together to make a necklace,64,2FtPmg0Q,1
70120,use in shaping clay,184,2FtPmg0Q,1
70121,clip papers,3,2IEcg7El,1
70122,keep things stuck together,121,2IEcg7El,1
70123,clean out narrow objects,263,2IEcg7El,1
70124,money clip,8,2T268S98,1
70125,fish hook,20,2T268S98,1
70126,Unlock a door,18,2U79djJ6,1
70127,sharpen the end to pierce an ear,51,2U79djJ6,1
70128,hair clip,170,2U79djJ6,1
70129,use to hang christmas ornament,192,2U79djJ6,1
70130,use to push reset button on computer or other various items,89,2U79djJ6,1
70131,lock picker,37,2vKh22Tq,1
70132,toothpick,23,2vKh22Tq,1
70133,pin,312,2vKh22Tq,1
70134,straightened out,435,2Xywd76Z,1
70135,it can be used to reset a modem straightened out,300,2Xywd76Z,1
70136,Hang party decor,232,344dbgyl,1
70137,antina,411,344dbgyl,1
70138,nail cleaner,81,344dbgyl,1
70139,poke hole,29,344dbgyl,1
70140,use to open a push button door lock,561,3drmN5S2,1
70141,make a hook out of it,211,3drmN5S2,1
70142,link together and make a belt,177,3drmN5S2,1
70143,make a necklace or bracelet,169,3drmN5S2,1
70144,use as a hook for fishing,20,3drmN5S2,1
70145,make a tooth pick out of it,23,3drmN5S2,1
70146,lock pick,37,3fDKk8eo,1
70147,poke your eye out,148,3fDKk8eo,1
70148,get a cd out of the cd player,556,3fDKk8eo,1
70149,hair clip,170,3fDKk8eo,1
70150,pointer,533,3fDKk8eo,1
70151,back scratcher,245,3fDKk8eo,1
70152,cuticle pusher,380,3fDKk8eo,1
70153,nose picker,304,3fDKk8eo,1
70157,HOLD PAPERS,151,3KwNtbkQ,1
70158,MAKE A CHAIN,16,3KwNtbkQ,1
70159,USE WITH A MAGNET,181,3KwNtbkQ,1
70160,MAKE CRAFTS,338,3KwNtbkQ,1
70161,HOLD A SIGN,565,3KwNtbkQ,1
70162,CLEAN OUT HARD TO REACH PLACES,165,3KwNtbkQ,1
70163,keep papers together,3,3N1tv1g7,1
70164,use as a de-bowler,225,3N1tv1g7,1
70165,remove dirt behind fingernails,32,3N1tv1g7,1
70166,pierce ears,29,3N1tv1g7,1
70167,earrings,13,3N1tv1g7,1
70168,Hold papers together,3,3qx6PWXs,1
70169,make jewelry,127,3qx6PWXs,1
70170,bend to use to hold objects together,121,3qx6PWXs,1
70171,bend it to pick objects up with sharp end,258,3qx6PWXs,1
70172,make decorations by clipping together multiple paper clips,353,3qx6PWXs,1
70173,hang things from them,33,3qx6PWXs,1
70174,Holding Papers,151,3vBR15MO,1
70175,To Reset Electronic Devices (stick a pin in it),7,3vBR15MO,1
70176,Business Card Stand,409,3vBR15MO,1
70177,Fold it for Art,537,3vBR15MO,1
70178,Paper Clip Necklace,1,3vBR15MO,1
70179,Hold Hanging Decorations (on a string),213,3vBR15MO,1
70180,Hold String Lights (with tape),471,3vBR15MO,1
70181,Cat Toy (dangle on string),343,3vBR15MO,1
70182,Cheap Hair Clip,10,3vBR15MO,1
70183,Make a necklace,64,435BgI61,1
70184,pick a lock,18,435BgI61,1
70185,use as a conductor between two metal objects,345,435BgI61,1
70186,put your hair up,504,435BgI61,1
70187,fix a broken necklace,70,435BgI61,1
70188,push the button to change the time on a clock,469,435BgI61,1
70189,tie for papers,3,46nE85l6,1
70190,tight the papers,3,46nE85l6,1
70191,latches together papers,3,4adIFJkZ,1
70192,small paperweight,41,4adIFJkZ,1
70193,made into a lockpick,37,4adIFJkZ,1
70194,used as tokens,251,4adIFJkZ,1
70202,Hair clip,170,4HiPU3ch,1
70203,Jewelry Clasp,80,4HiPU3ch,1
70204,Barbie Ice-Skates,506,4HiPU3ch,1
70205,Crown,255,4HiPU3ch,1
70206,hold paper togather,151,4No6x5W4,1
70207,use for craft,111,4No6x5W4,1
70208,use the straight end to reset your interent box,89,4No6x5W4,1
70209,for jewerl,439,4No6x5W4,1
70210,for unlocking a lock,18,4No6x5W4,1
70211,lock picker,37,4RcV7Sp1,1
70212,hold paper together,3,4RcV7Sp1,1
70213,itch scratcher,172,4RcV7Sp1,1
70214,substitute safety pin,179,4RcV7Sp1,1
70215,earring,13,4RcV7Sp1,1
70216,zipper pull,285,4RcV7Sp1,1
70217,cake tester,373,4RcV7Sp1,1
70218,jewelry/necklace,103,4RcV7Sp1,1
70219,bracelet,30,4RcV7Sp1,1
70220,hold papers together,3,55L6Wwjn,1
70221,hold keys together,121,55L6Wwjn,1
70222,pick a lock,186,55L6Wwjn,1
70223,hold paper,151,57D9S225,1
70224,unlock doors,18,57D9S225,1
70225,put in hair,206,57D9S225,1
70226,it can be used to attach papers together,3,57ZLnnlc,1
70227,close bags,87,57ZLnnlc,1
70228,unscrew screws,53,57ZLnnlc,1
70229,pick teeth,197,57ZLnnlc,1
70230,remove stuck erasers from pencils,350,57ZLnnlc,1
70231,scratch an itch,172,57ZLnnlc,1
70232,"check if a baked item (cake, muffin) is moist or able to be removed from the oven",548,57ZLnnlc,1
70233,cleaning under fingernails,32,59auf5Di,1
70234,cleaning a pipe,513,59auf5Di,1
70235,painting something very tiny,302,59auf5Di,1
70236,roach clip,105,59auf5Di,1
70237,Use it to hold papers together,3,5CH3FMbC,1
70238,Unfold it and make it into a ring,17,5CH3FMbC,1
70239,Unfold it and use it as a short wire,185,5CH3FMbC,1
70240,Link the paperclips together to make a bracelet or necklace,1,5CH3FMbC,1
70241,Use paperclips as part of a craft,111,5CH3FMbC,1
70242,Make it into a game by picking up the paperclips with a magnet,274,5CH3FMbC,1
70243,Use it as a bookmark,31,5CH3FMbC,1
70244,Stick figure,138,5fii6yAD,1
70245,hold papers together,3,5GS33saU,1
70246,art project,113,5GS33saU,1
70247,make jewelry,127,5GS33saU,1
70248,use to hang stuff on the wall,33,5GS33saU,1
70249,unclog hair from drain,514,5GS33saU,1
70250,use as a hair clip,170,5HXO64Ya,1
70251,unbend and use as a lock pick,37,5HXO64Ya,1
70252,use as a tool for sculpting clay,184,5HXO64Ya,1
70253,clip socks together before putting in the wash,121,5HXO64Ya,1
70254,use it to keep papers together,3,5KN8A59N,1
70255,use it to hang things,33,5KN8A59N,1
70256,use it to unclog a spray bottle,557,5KN8A59N,1
70257,christmas ornament holder,134,5KN8A59N,1
70258,toenail cleaner,81,5KN8A59N,1
70259,can creat art like make a heart with the paper clip,88,5LC5K5oU,1
70260,clip paper,3,5LC5K5oU,1
70261,Pick a lock,186,5spKk965,1
70262,Make a stick figure,138,5spKk965,1
70263,Hang something from your keychain,247,5spKk965,1
70264,Hold pieces of paper together.,3,5Tsk755o,1
70265,Unlock a push-lock locked door,18,5Tsk755o,1
70266,Hairpin when no bobby pins are available,24,5Tsk755o,1
70267,Poke small holes in paper for attached a string,446,5Tsk755o,1
70268,Hold a card to a curtain for display,464,5Tsk755o,1
70269,unlock a door,18,5vOtwDx3,1
70270,sling shot,234,5vOtwDx3,1
70271,q-tip,531,5vOtwDx3,1
70272,change it to the letter S,397,5vOtwDx3,1
70273,make a chain,16,5vOtwDx3,1
70274,close a bag of chips,87,5vOtwDx3,1
70275,to stick a paper,217,5zfFE44T,1
70276,To open a door,18,67q3o3y7,1
70277,To burn a hole in a smashed nail to let the blood out,292,67q3o3y7,1
70278,To make arts and crafts,338,67q3o3y7,1
70279,To hold hair in place,206,67q3o3y7,1
70280,clip papers together,3,6EcRhhAL,1
70281,make a necklace,64,6EcRhhAL,1
70282,use as a zipper holder,438,6EcRhhAL,1
70283,to clean small areas,154,6EcRhhAL,1
70284,to use as a sharp object to write in the dirt,406,6EcRhhAL,1
70285,to hold items together,121,6EcRhhAL,1
70286,for decoration,275,6EcRhhAL,1
70287,to clean between teeth,197,6EcRhhAL,1
70288,to scratch someone,376,6EcRhhAL,1
70289,Use to press a small button such as resetting router,89,6EcRhhAL,1
70290,used as puzzles,491,6EcRhhAL,1
70291,use for kids solving problems,529,6EcRhhAL,1
70292,fingernail cleaner,81,6gNs42nt,1
70293,clean grout,362,6gNs42nt,1
70294,push the 'reset' button on the back of an Android tablet,145,6gNs42nt,1
70295,replace the earpiece screw on glasses until getting them fixed,320,6gNs42nt,1
70296,fix broken necklace,70,6gNs42nt,1
70297,make child's necklace (with several),1,6gNs42nt,1
70298,hold papers together!,3,6gNs42nt,1
70299,Putting pages together,3,6hf8viCt,1
70300,Picking a lock,186,6hf8viCt,1
70301,using as an antenna,58,6hf8viCt,1
70302,Running a current,523,6hf8viCt,1
70303,toothpick,23,6hf8viCt,1
70304,cleaning out my nails,32,6hf8viCt,1
70305,ripping paper,227,6hf8viCt,1
70306,scratching things,426,6hf8viCt,1
70307,untangling hair,309,6hf8viCt,1
70308,HAIR BOW,371,6K46lbH7,1
70309,KEY,117,6K46lbH7,1
70310,PEN,413,6K46lbH7,1
70311,clip papers together,3,6l6w0BaA,1
70312,hang cards up,252,6l6w0BaA,1
70313,straighten and pick locks,186,6l6w0BaA,1
70314,holding paper together ,3,6xuQ1Z9X,1
70315,entertainment to kids ,168,6xuQ1Z9X,1
70316,pick locks,186,6xuQ1Z9X,1
70317,tooth pick,23,6xuQ1Z9X,1
70318,a weight for a scale ,294,6xuQ1Z9X,1
70319,hair clip / barrete,170,714kNX5M,1
70320,abstract art sculpture,94,714kNX5M,1
70321,lockpick,37,714kNX5M,1
70322,device used to clean under finger nails,32,714kNX5M,1
70323,cellphone/electronic device resetter tool,7,714kNX5M,1
70324,toothpick,23,714kNX5M,1
70325,stabbing utensil,297,714kNX5M,1
70326,head scratcher,248,714kNX5M,1
70327,"necklace parts, necklace closure hardware",80,72I2UHeb,1
70328,hair accessory,84,72I2UHeb,1
70329,chip bag closer,28,72I2UHeb,1
70330,mustard bottle unclogged. ,278,72I2UHeb,1
70331,glue bottle unclogger,418,72I2UHeb,1
70332,ornament hanger,2,72I2UHeb,1
70333,letter opener,315,72I2UHeb,1
70334,necklace closure hardware,80,72I2UHeb,1
70335,earring,13,72I2UHeb,1
70336,Use as a key,117,77sZintI,1
70337,as a clothes-hanger,196,77sZintI,1
70338,to stick pages together,3,77sZintI,1
70339,as a means of getting a SIM card out of a phone,14,77sZintI,1
70340,puncturing something,29,77sZintI,1
70341,grabbing something slightly out of reach,534,77sZintI,1
70342,as a magnet,233,77sZintI,1
70343,bookmark,31,7Ax9AeZ2,1
70344,ruler,174,7Ax9AeZ2,1
70345,key chain,77,7Ax9AeZ2,1
70346,pendant,321,7Ax9AeZ2,1
70347,hole puncher,119,7Ax9AeZ2,1
70348,hold together paper,3,7bxXP4eJ,1
70349,art projects,113,7bxXP4eJ,1
70350,science projects,69,7bxXP4eJ,1
70351,making a compass,286,7bxXP4eJ,1
70352,antennae,58,7bxXP4eJ,1
70353,magnetics,303,7bxXP4eJ,1
70354,unbend and make a wire sculpture,259,7GArH3BH,1
70355,use to pick a lock,37,7GArH3BH,1
70356,attach many together and make a belt,177,7GArH3BH,1
70357,pick a lock,186,7Gm32lak,1
70358,use it to poke a hole,29,7Gm32lak,1
70359,hold paper together,3,7Gm32lak,1
70360,use as a wire twistto bundle something,407,7Gm32lak,1
70361,picture hanger,39,7hi72B6r,1
70362,pipe cleaner,99,7hi72B6r,1
70363,lock pick,37,7hi72B6r,1
70364,hole punch,119,7hi72B6r,1
70365,crevace cleaner,266,7hi72B6r,1
70366,use as a pipe cleaner,99,7K7X3aB5,1
70367,use as a hole puncher,119,7K7X3aB5,1
70368,use as a fastner,110,7K7X3aB5,1
70369,use as a keyring.,77,7K7X3aB5,1
70370,Earring,13,7Lo5m3w8,1
70371,Hold items together,121,7Lo5m3w8,1
70372,Hole Puncher,119,7Lo5m3w8,1
70373,necklace,115,7Lo5m3w8,1
70374,Plant hanger,235,7Lo5m3w8,1
70375,Sign post,445,7Lo5m3w8,1
70376,Hair clip,170,7Lo5m3w8,1
70377,use as a necklace,422,7OHW073E,1
70378,use to hold a bracelet together,142,7OHW073E,1
70379,use to hold a necklace together,150,7OHW073E,1
70380,use to pin up something on a board,144,7OHW073E,1
70381,use to get a splinter out ,34,7OHW073E,1
70382,use to jimmy a lock,49,7OHW073E,1
70383,use to conduct energy,403,7OHW073E,1
70384,use to hold pants up,177,7OHW073E,1
70385,lock pick,37,7tAp1G0i,1
70386,tooth pick,23,7tAp1G0i,1
70387,hold papers together,3,7tAp1G0i,1
70388,conductor,308,7tAp1G0i,1
70389,twist tie for bread or plastic bags,86,7tAp1G0i,1
70390,tie together to form eco friendly bracelet,57,7tAp1G0i,1
70391,back scratcher,245,7tAp1G0i,1
70392,bookmark,31,7tAp1G0i,1
70393,wire organizer (outlet),156,7tAp1G0i,1
70394,Clip Papers together,3,7TsEhr8Z,1
70395,Pick a lock,186,7TsEhr8Z,1
70396,Use to clean in small areas,154,7TsEhr8Z,1
70397,Clean nails,141,7TsEhr8Z,1
70398,bookmark,31,7uS4dhoU,1
70399,picture hanger,39,7uS4dhoU,1
70400,tieclip,237,7uS4dhoU,1
70401,key,117,7uS4dhoU,1
70402,toenail cleaner,81,7uS4dhoU,1
70406,tooth pick,23,7zQyX2c4,1
70407,hold your hem up,199,7zQyX2c4,1
70408,hair clip,10,7zQyX2c4,1
70409,hold wires ,106,7zQyX2c4,1
70410,lock pic,37,7zQyX2c4,1
70411,Holding paper together,3,82WWAsi8,1
70412,fixing your pants temporarily,382,82WWAsi8,1
70413,using to hold picture frames on the wall,39,82WWAsi8,1
70414,keep papers together,3,888P21nX,1
70415,put in hair,206,888P21nX,1
70416,make a necklace ,64,888P21nX,1
70417,clean fingernails ,141,888P21nX,1
70418,cherry pit remover ,257,888P21nX,1
70419,toothpick ,23,888P21nX,1
70420,hem holder,199,888P21nX,1
70421,unclogger,101,888P21nX,1
70422,keep papers together,3,88ft50be,1
70423,keep bags closed,87,88ft50be,1
70424,use to hang something up on wall,33,88ft50be,1
70425,keep necklace closed,68,88ft50be,1
70426,zipper pull,285,88ft50be,1
70427,repair tear in clothing,98,88ft50be,1
70428,art/craft item,384,88ft50be,1
70429,nail art dotting tool,279,88ft50be,1
70430,lock pick,37,88ft50be,1
70431,hair styling tool,562,88ft50be,1
70432,Pipe cleaner,99,8dsuK18a,1
70433,Form into a finger ring,17,8dsuK18a,1
70434,Fashion into a hook,211,8dsuK18a,1
70435,Use to eject a stuck CD-ROM drive,250,8dsuK18a,1
70436,Use as a bookmark,31,8dsuK18a,1
70437,Use to hang Christmas ornaments on,192,8dsuK18a,1
70438,hair pin,24,8exnS05w,1
70439,lock picker,37,8exnS05w,1
70440,safety pin,179,8exnS05w,1
70441,jewlery fastener,80,8exnS05w,1
70442,cutting tool,238,8exnS05w,1
70443,key chain,77,8exnS05w,1
70444,dream catcher decoration,502,8exnS05w,1
70445,Art projects,113,8QXs25dr,1
70446,hold paper together,3,8QXs25dr,1
70447,pick a lock,186,8QXs25dr,1
70448,unclog lotion,281,8QXs25dr,1
70449,make a chain,16,8QXs25dr,1
70453,open it up and use it to hit the tiny reset button on electronics,89,9Ip75teO,1
70454,open it and use it to reach into tiny areas to grab something,568,9Ip75teO,1
70455,open and use it to clean out a clog in a smoking pipe,450,9Ip75teO,1
70456,open it and use  to thread beads on string or hair,501,9Ip75teO,1
70457,"Clip papers together, reach into small space",314,9mlyecrJ,1
70458,hang decorations on Christmas Tree,192,9mlyecrJ,1
70459,pierce a piece of paper to view solar eclipse,126,9mlyecrJ,1
70460,wrap around a pencil to make a spring,482,9mlyecrJ,1
70461,chain together to make necklace or cloth,505,9mlyecrJ,1
70462,glasses hanger,236,9Vtree6i,1
70463,wall organizer,494,9Vtree6i,1
70464,crafting christmas ornament ,352,9Vtree6i,1
70465,cell phone sim card door opener,14,9Vtree6i,1
70466,Clip papers,3,9ZsvZCS0,1
70467,Dig in ears,96,9ZsvZCS0,1
70468,Pick locks,186,9ZsvZCS0,1
70469,Pierce ears/wear as earring,378,9ZsvZCS0,1
70470,Chew on,395,9ZsvZCS0,1
70471,Make a mini sculpture,91,9ZsvZCS0,1
70472,Clean nails,141,9ZsvZCS0,1
70473,Scratch self,405,9ZsvZCS0,1
70474,Engrave something into a wooden desk,74,9ZsvZCS0,1
70475,Make a paperclip chain,16,9ZsvZCS0,1
70476,hanging divise,83,A26c3z9n,1
70477,make angels at Christmas,12,A26c3z9n,1
70478,used to clean out fingernails,32,A26c3z9n,1
70479,hold socks together in washer,6,A26c3z9n,1
70480,colored papreclips for garland,339,A26c3z9n,1
70481,color counters for children,425,A26c3z9n,1
70482,necklace,115,A26c3z9n,1
70483,anklet,208,A26c3z9n,1
70484,bracelet,30,A26c3z9n,1
70485,Open a lock,188,A2I3zLm4,1
70486,Pick your teeth,197,A2I3zLm4,1
70487,Keep papers together,3,A2I3zLm4,1
70488,Make a chain,16,A2I3zLm4,1
70489,Scratch graffitti,408,A2I3zLm4,1
70490,Make wire art,284,A2I3zLm4,1
70491,Hurt yourself ,256,A2I3zLm4,1
70492,Hurt others,512,A2I3zLm4,1
70493,Stick it into an eraser,214,A2I3zLm4,1
70494,keep snack bags closed,87,ac93CkSi,1
70495,earring,13,ac93CkSi,1
70496,toothpick,23,ac93CkSi,1
70497,screwdriver,246,ac93CkSi,1
70498,hair clip,170,ac93CkSi,1
70499,fingernail cleaner,81,ac93CkSi,1
70500,ornament hanger,2,ac93CkSi,1
70501,curtain hanger,364,ac93CkSi,1
70502,key chain,77,ac93CkSi,1
70503,ruler,174,ac93CkSi,1
70504,pen - dip in ink,79,ac93CkSi,1
70505,paintbrush -,200,ac93CkSi,1
70506,Hang stuff from ceiling,33,aGzhYc5T,1
70507,earring,13,aGzhYc5T,1
70508,hold pants up,563,aGzhYc5T,1
70509,open lock,188,aGzhYc5T,1
70510,stab someone,508,aGzhYc5T,1
70511,flick a ball,401,aGzhYc5T,1
70512,pinch someone,52,aGzhYc5T,1
70513,melt and make into a tiny ball,436,aGzhYc5T,1
70514,make bracelet/necklace by connecting,169,aGzhYc5T,1
70515,hold papers together,3,AHxx5oRE,1
70516,unbend and use to eject a cd/dvd from a computer,254,AHxx5oRE,1
70517,use as a wire wrap when unbent fully,185,AHxx5oRE,1
70518,can be used as a drawing compass when using two objects in each corner,286,AHxx5oRE,1
70519,oval stencil,322,AHxx5oRE,1
70520,use to prop up the corner of something that's slightly off,71,AHxx5oRE,1
70521,use as a fishing hook,20,AHxx5oRE,1
70522,Uncoil it to use as a tooth pick,167,AjzQ485d,1
70523,uncoil it to use to open up a jammed CD ROM DRIVE,250,AjzQ485d,1
70524,Uncoil it to use as a hook to grab things,75,AjzQ485d,1
70525,make a circle and wear,17,AjzQ485d,1
70526,Hold paper,151,ak3D0gDJ,1
70527,Clean nails,141,ak3D0gDJ,1
70528,Sharp object,297,ak3D0gDJ,1
70529,Keep me busy,108,ak3D0gDJ,1
70530,zipper tab,11,B0o9M8xC,1
70531,hem holder,199,B0o9M8xC,1
70532,cigar filter,402,B0o9M8xC,1
70533,eye glass repair,226,B0o9M8xC,1
70534,hair barrette,131,B0o9M8xC,1
70535,zipper tab,11,B0o9M8xC,1
70536,clean fingernails,141,B0o9M8xC,1
70537,Xmas ornament holder,134,B0o9M8xC,1
70538,unclog Elmer's glue bottle,229,B0o9M8xC,1
70539,calendar holder,387,B0o9M8xC,1
70540,belt holder,182,B0o9M8xC,1
70541,oenail cleaner,81,B0o9M8xC,1
70542,emergency Tie Tack (large ones only),216,B0o9M8xC,1
70543,inexpensive ear (or body?)-piercing tool,51,B0o9M8xC,1
70544,inexpensive ear (or nose?)ring,13,B0o9M8xC,1
70545,Weapon,118,B2edM796,1
70546,Lock jimmy,49,B2edM796,1
70547,paperclip,123,B2edM796,1
70548,science project,69,B2edM796,1
70549,electrical conduit,483,B2edM796,1
70550,toy,270,B2edM796,1
70551,Stick (when straightened),329,b2fcis6W,1
70552,Pressing rod for handheld devices with a small reset button,526,b2fcis6W,1
70553,hair clip,170,b2fcis6W,1
70554,paper weight (albeit a poor one),41,b2fcis6W,1
70555,Hold Paper together ,3,b3AN0bjD,1
70556,hold mail together ,121,b3AN0bjD,1
70557,hold clothing together ,6,b3AN0bjD,1
70558,bad earring replacement ,370,b3AN0bjD,1
70559,hold and seperate mail ,109,b3AN0bjD,1
70560,to categorize your files in an office setting,410,b3AN0bjD,1
70561,to add colors to boring documents ,542,b3AN0bjD,1
70562,to open doors if locked a key out ,18,b3AN0bjD,1
70563,hair barrette ,131,b52wN2J4,1
70564,bookmark,31,b52wN2J4,1
70565,key,117,b52wN2J4,1
70566,ornament hook,2,b52wN2J4,1
70567,earring,13,b52wN2J4,1
70568,to hold papers together,3,B58NwC54,1
70569,used to hold up girls hair,38,B58NwC54,1
70570,to hold a bookmark,287,B58NwC54,1
70571,can be made into a bow and arrow,223,B58NwC54,1
70572,poker,42,b93mLY15,1
70573,key,117,b93mLY15,1
70574,scraper,159,b93mLY15,1
70575,earing,13,b93mLY15,1
70576,tool,215,b93mLY15,1
70577,back scratcher,245,b93mLY15,1
70578,clothes pin,55,b93mLY15,1
70579,lock pick,37,ba1FcFHt,1
70580,xbox opener,136,ba1FcFHt,1
70581,jewelry,103,ba1FcFHt,1
70582,binding,344,ba1FcFHt,1
70583,twist tie,86,ba1FcFHt,1
70584,hair tie,38,ba1FcFHt,1
70585,wind chime fastener,133,ba1FcFHt,1
70586,pencil decoration,499,ba1FcFHt,1
70587,paint applicatior,200,ba1FcFHt,1
70588,earring,13,BaQk6mT1,1
70589,zipper pull,285,BaQk6mT1,1
70590,key ring,77,BaQk6mT1,1
70592,necklace,115,bCCPp06L,1
70593,earrings,13,bCCPp06L,1
70594,clasp,80,bCCPp06L,1
70595,engraver,416,bCCPp06L,1
70596,needle,348,bCCPp06L,1
70597,scraper,159,bCCPp06L,1
70598,chain,4,bCCPp06L,1
70599,antenna,58,bCCPp06L,1
70600,Art,72,bDv6Dpf4,1
70601,belt,419,bDv6Dpf4,1
70602,in lieu of a button,48,bDv6Dpf4,1
70603,weapon,118,bDv6Dpf4,1
70604,scratcher,476,bDv6Dpf4,1
70605,in lieu of a key/unlock doors,18,bDv6Dpf4,1
70606,in sewing: instead of pins,6,bDv6Dpf4,1
70607,chain mail,63,bDv6Dpf4,1
70608,Use as cleaner for small cracks,61,BJx2mO6R,1
70609,use to clean teeth ,197,BJx2mO6R,1
70610,Use as poker chips,218,BJx2mO6R,1
70611,"Use to reset some electronics, that have a recessed reset button ",89,BJx2mO6R,1
70612,keep papers together,3,BJx2mO6R,1
70613,"separate paper items, in a stack ",517,BJx2mO6R,1
70614,Keep money stacks together ,121,bM0Ib3j5,1
70615,Keep important documents together ,121,bM0Ib3j5,1
70616,Keep bag of chips together,112,bM0Ib3j5,1
70617,Undo them and use as small poker,164,bM0Ib3j5,1
