id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3
10059,6,1,brick,use them as weights when you are working out,1,1,2
10060,6,1,brick,"use it for a tic tac toe board  using rocks and sticks are x""s and o""s",3,3,4
10061,6,1,brick,draw on it with chalk like it was a chalk board,1,2,2
10062,6,1,brick,list more creative ideas of how to use a then I am on this computer,1,1,1
10063,7,1,brick,Paperweight,1,1,1
10064,7,1,brick,carve it into sculpture,2,1,2
10065,7,1,brick,hollow it out ad use for a container,3,2,3
10066,7,1,brick,nail file,3,2,2
10067,7,1,brick,building a house,1,1,1
10068,7,1,brick,weight for weight lifting,1,1,2
10069,7,1,brick,as a shoe cleaner  to scrape the bottom of your shoes on,2,2,3
10070,7,1,brick,as a stone  to help build a makeshift dam,1,1,2
10071,7,1,brick,as a weight  to make something sink in water.,1,1,2
10072,7,1,brick,like a piece of charcoal  for drawing with,3,2,2
10073,7,1,brick,grind it into dust  mix with water  and use as paint,2,2,5
10074,8,1,brick,Hammer,1,1,1
10075,8,1,brick,weapon,1,1,2
10076,8,1,brick,door stopper,1,1,1
10077,8,1,brick,stepping stone,1,1,1
10078,8,1,brick,nail filer,3,2,2
10079,8,1,brick,foot rest,1,1,2
10080,8,1,brick,weight lifting,1,1,2
10081,9,1,brick,You can use a as a weight.,1,1,2
10082,9,1,brick,You can measure how big someone's head is using as units.,2,2,3
10083,9,1,brick,can be used as toys.,1,1,2
10084,9,1,brick,You can use for playing football.,2,1,2
10085,9,1,brick,You can play catch with.,1,1,2
10086,9,1,brick,can be used as burgers while playing outside.,2,1,3
10087,9,1,brick,can be used as door stoppers and also to stop glass from being solid.,,1,3
10088,9,1,brick,You miss out on things when you have been living under a rock  but if you have been living under a you probably got knocked out.,2,2,4
10089,9,1,brick,You can use to carve sayings into a wall.,3,1,3
10090,9,1,brick,You can use to make door knobs but it will be probably uncomfortable to turn.,3,3,4
10091,9,1,brick,You can play how many fingers can you break with a.,1,1,3
10092,9,1,brick,You can use for clothes they will just be heavy.,2,2,2
10093,9,1,brick,"You can use to make a Lifesize ""Thing"" action figure from Fantastic  Four.",2,2,4
10094,10,1,brick,house,1,1,1
10095,10,1,brick,building,1,1,1
10096,10,1,brick,decoration,1,1,2
10097,10,1,brick,car,2,1,1
10098,10,1,brick,table,1,1,1
10099,10,1,brick,bookshelf,1,1,2
10100,10,1,brick,computer,2,1,2
10101,10,1,brick,phone,2,2,2
10102,10,1,brick,bowl,2,2,2
10103,10,1,brick,dish,2,2,2
10104,10,1,brick,chair,1,1,1
10105,10,1,brick,bridge,1,1,1
10106,10,1,brick,floor,1,1,1
10107,10,1,brick,lamp,2,2,2
10108,10,1,brick,vase,4,2,3
10109,10,1,brick,shoe,1,1,2
10110,10,1,brick,pillow,1,1,2
10111,10,1,brick,toy,1,1,2
10112,10,1,brick,weapon,1,1,2
10113,10,1,brick,notebook,1,1,2
10114,10,1,brick,journal,2,2,2
10115,10,1,brick,purse,3,2,2
10116,10,1,brick,bookend,2,1,2
10117,10,1,brick,pencil case,4,2,3
10118,10,1,brick,coin holder,4,3,3
10119,10,1,brick,pet,1,1,2
10120,11,1,brick,Door stop,1,1,1
10121,11,1,brick,Hammer,1,1,1
10122,11,1,brick,Pet,1,1,2
10123,11,1,brick,Swatter,1,1,1
10124,11,1,brick,Paper weight,1,1,1
10125,11,1,brick,Carve out the inside and use it for storage.,3,2,4
10126,11,1,brick,break into small  tine  sand-like pieces and use for a Zen garden or as such.,3,3,3
10127,11,1,brick,Break into shards too see all the different shapes you could make,2,2,4
10128,11,1,brick,Take pieces of it to use for a game of jacks,4,1,3
10129,11,1,brick,break into pieces to make a puzzle,4,4,5
10130,11,1,brick,Trophy,2,2,2
10131,11,1,brick,Canvas,1,2,2
10132,11,1,brick,iPhone dock,2,2,3
10133,11,1,brick,calculator,2,2,2
10134,12,1,brick,paper weight,1,1,1
10135,12,1,brick,nail file,3,2,2
10136,12,1,brick,companion (like a teddy bear),1,1,2
10137,12,1,brick,weight (to exercise),1,1,2
10138,12,1,brick,anchor,1,1,2
10139,12,1,brick,earrings,2,2,2
10140,12,1,brick,exfoliant (scrub dead skin cells),3,2,3
10141,12,1,brick,kite holder (keeps the kite from flying away),1,1,3
10142,12,1,brick,ankle weight,1,1,2
10143,12,1,brick,weapon,1,1,2
10144,13,1,brick,a baby doll,2,2,1
10145,13,1,brick,throw it around like a ball,1,1,2
10146,13,1,brick,dress it up as someone,2,2,3
10147,13,1,brick,paint it,1,1,1
10148,13,1,brick,draw it,1,2,2
10149,13,1,brick,name it and keep it forever  like it was your own,1,1,3
10150,13,1,brick,use the as a step stool,1,1,1
10151,13,1,brick,practice your balance on it  one foot on it at a time,2,1,3
10152,13,1,brick,use it as a weapon,1,1,1
10153,13,1,brick,use it as a self defense measure,1,1,1
10154,13,1,brick,use it after putting books on a shelf to keep the books from falling over,2,1,2
10155,13,1,brick,use it as a window proper opener,1,1,1
10156,13,1,brick,use it behind a tire  if parked on a hill,1,1,1
10157,13,1,brick,make into art piece,1,1,2
10158,13,1,brick,a paper weight,1,1,1
10159,13,1,brick,a door stopper,1,1,1
10160,13,1,brick,use it as a weight,1,1,1
10161,14,1,brick,Anchor,1,1,2
10162,14,1,brick,door stop,1,1,1
10163,14,1,brick,pencil/pen holder,4,2,3
10164,14,1,brick,art,1,1,2
10165,14,1,brick,have a throwing contest,1,1,2
10166,14,1,brick,use it as a hammer to hit something down,1,1,1
10167,14,1,brick,paint with it,1,1,2
10168,14,1,brick,as a child,1,1,1
10169,14,1,brick,use it to smash up foods. flatten meat  crack nuts...,2,1,2
10170,14,1,brick,for military personnel to drop out of planes at enemies,1,1,3
10171,14,1,brick,send messages on to friends.,1,1,3
10172,15,1,brick,defensive weapon,1,1,1
10173,15,1,brick,patio,1,1,1
10174,15,1,brick,weight for building muscles,1,1,2
10175,15,1,brick,basis of a house foundation,1,1,1
10176,15,1,brick,seat made of,1,1,1
10177,15,1,brick,step latter,1,1,1
10178,15,1,brick,use as markers instead of cones,2,2,2
10179,15,1,brick,stoppers  such as for a door,1,1,1
10180,15,1,brick,throw the  furthest game,1,1,2
10181,15,1,brick,"hot """" instead of potato",2,1,2
10182,15,1,brick,steps,1,1,1
10183,15,1,brick,as a barrier,1,1,1
10184,15,1,brick,fence,1,1,1
10185,15,1,brick,pet,1,1,2
10186,15,1,brick,fort,1,1,2
10187,15,1,brick,fireplace,1,1,1
10188,15,1,brick,ties to bottoms of feet as high shoes,1,1,2
10189,15,1,brick,meat pounder,2,2,2
10190,15,1,brick,mashed potato smasher,2,3,3
10191,15,1,brick,table,1,1,1
10192,15,1,brick,statue,1,1,2
10193,15,1,brick,gravestone,2,1,1
10194,15,1,brick,back scratcher,2,2,2
10195,15,1,brick,anchor,1,1,2
10196,16,1,brick,build a house,1,1,1
10197,16,1,brick,break a chain,1,1,1
10198,16,1,brick,balance a table or chair,2,1,2
10199,16,1,brick,hold open a window,1,1,1
10200,16,1,brick,To hold something down,1,1,1
10201,16,1,brick,lift for exercise,1,1,1
10202,16,1,brick,break a window,1,1,1
10203,16,1,brick,build a wall or boundary,1,1,1
10204,16,1,brick,to teach someone the rectangle shape,2,2,3
10205,16,1,brick,to smash things,1,1,1
10206,16,1,brick,make a sidewalk,1,1,1
10207,17,1,brick,build a house,1,1,1
10208,17,1,brick,hit someone with,1,1,1
10209,17,1,brick,use it to brake something,1,1,1
10210,17,1,brick,use it as heat absorption,1,2,2
10211,17,1,brick,use it to elevate things,1,1,2
10212,17,1,brick,kick a into a soccer goal,1,1,2
10213,17,1,brick,carve something into the,2,2,2
10214,17,1,brick,use a as a lever,2,2,2
10215,17,1,brick,balance a on your head,1,1,2
10216,17,1,brick,color a,1,1,1
10217,17,1,brick,crush a,2,1,1
10218,17,1,brick,smell a,1,1,1
10219,17,1,brick,use a as a tool to crush something,2,1,1
10220,17,1,brick,stacks,1,1,1
10221,17,1,brick,color coordinates,1,1,2
10222,17,1,brick,reshape a with power tools,2,1,3
10223,17,1,brick,make a out of clay,1,1,2
10224,17,1,brick,make a bridge out of,1,1,1
10225,17,1,brick,taste a,1,2,1
10226,17,1,brick,put a in a cannon and shoot something with it,1,1,1
10227,17,1,brick,send a to the moon,1,2,3
10228,17,1,brick,use a to sit on,1,1,1
10229,17,1,brick,balance a on your head,1,1,2
10230,17,1,brick,freeze a,1,2,1
10231,17,1,brick,store a somewhere safe,1,1,2
10232,17,1,brick,burn a,1,1,2
10233,17,1,brick,push a,1,1,1
10234,17,1,brick,cut something with a,2,1,1
10235,17,1,brick,watch a dry,1,1,2
10236,17,1,brick,use a to way down something,1,1,1
10237,17,1,brick,use a to hunt with,1,1,1
10238,17,1,brick,way down something with,1,1,1
10239,17,1,brick,use a for self defense,1,1,1
10240,17,1,brick,paint a gold and sell it,2,2,3
10241,17,1,brick,use a to break another,1,1,1
10242,18,1,brick,Anchor for small boat,2,1,2
10243,18,1,brick,Short stepping stool,1,1,1
10244,18,1,brick,Canvas on which to paint,1,2,2
10245,18,1,brick,Weight,1,1,1
10246,18,1,brick,A shovel,2,2,2
10247,18,1,brick,knife sharpener,2,1,2
10248,18,1,brick,door stopper,1,1,1
10249,19,1,brick,use as a pet,1,1,2
10250,19,1,brick,as a door stop,1,1,1
10251,19,1,brick,hold up things with...like for a shelf,2,1,2
10252,19,1,brick,use as art,1,1,2
10253,19,1,brick,decorate to show off,1,1,2
10254,19,1,brick,rest something on top of the,1,1,1
10255,19,1,brick,as a paper weight,1,1,1
10256,19,1,brick,lift as a weight,1,1,1
10257,19,1,brick,use to push something down,1,1,2
10258,19,1,brick,use as a substitute for a missing piece in outside stairs/walk way,1,1,2
10259,19,1,brick,use it to hide a key outside your house,2,1,3
10260,19,1,brick,to hold down a planter,1,1,2
10261,19,1,brick,to prop up against something to keep it closed,1,1,1
10262,19,1,brick,decorate and put in a garden as art,1,1,2
10263,19,1,brick,in the pool you can use it as a weight to push at the bottom of the pool to help built up your upper body muscles for swimming.,2,1,3
10264,20,1,brick,build a house,1,1,1
10265,20,1,brick,put behind a tire to keep a car from rolling down a hill,1,1,1
10266,20,1,brick,use as a weapon,1,1,1
10267,20,1,brick,use as a weight,1,1,1
10268,20,1,brick,to line the edges of a flower bed or a vegetable garden,1,1,2
10269,20,1,brick,make a patio,1,1,1
10270,20,1,brick,use around a firepit,1,1,1
10271,20,1,brick,if they are different colored you can make a pattern out of them,1,2,2
10272,20,1,brick,"use them as ""feet"" to hold up a table or chair higher",2,1,2
10273,20,1,brick,to heat something up because they get hot in the summer and can keep things warm,1,2,3
10274,20,1,brick,make a fort by building walls and a floor out of,1,1,1
10275,20,1,brick,you can grow moss on them by pouring buttermilk on them,2,3,3
10276,20,1,brick,I think if you strike a rock against one it will spark to make a fire. I'm not sure if that is possible though,2,1,2
10277,20,1,brick,you can paint them and make artwork out of them,1,1,2
10278,20,1,brick,it can serve as shelter or a home to some worms or other critters,2,1,3
10279,20,1,brick,you can use it as a tool like a hammer,1,1,1
10280,20,1,brick,"you ""could"" write with them because they leave red marks when scratched across a surface",3,2,2
10281,21,1,brick,Door stopper,1,1,1
10282,21,1,brick,iron,2,2,3
10283,21,1,brick,pancake flattener,2,2,3
10284,21,1,brick,bed/table riser,1,1,2
10285,21,1,brick,can be used as decorations in a house,1,1,2
10286,21,1,brick,nail filer,3,2,2
10287,21,1,brick,outdoor fort,1,1,2
10288,21,1,brick,fence,1,1,1
10289,22,1,brick,Dam,1,1,1
10290,22,1,brick,Barrier,1,1,1
10291,22,1,brick,Irrigation,1,1,3
10292,22,1,brick,Shelter,1,1,1
10293,22,1,brick,Roads,1,1,1
10294,22,1,brick,Shoes,1,1,2
10295,22,1,brick,Art,1,1,2
10296,22,1,brick,sculptures,1,1,2
10297,22,1,brick,Flint?,2,1,2
10298,22,1,brick,Underground safe area or shelter,1,1,2
10299,22,1,brick,A heavy  indestructible vehicle,2,3,3
10300,22,1,brick,Projectile in some shape or form,1,1,1
10301,22,1,brick,A standard measurement,2,3,2
10302,22,1,brick,Jewelry,2,1,2
10303,22,1,brick,Use to fool someone.,1,1,2
10304,22,1,brick,A birthday present,1,1,2
10305,23,1,brick,Projectile,1,1,1
10306,23,1,brick,Paperweight,1,1,1
10307,23,1,brick,Heavier Bookbags,1,1,2
10308,23,1,brick,Oldowan style tools,2,1,3
10309,23,1,brick,Shoe filling,1,1,2
10310,23,1,brick,pie,1,1,2
10311,23,1,brick,Soup,1,1,2
10312,23,1,brick,as a blunt object,1,1,1
10313,23,1,brick,You know can be painted and star in television shows...,2,2,3
10314,23,1,brick,can help your clothes fit better.,1,2,2
10315,23,1,brick,Less than efficient fly-swatter,1,1,3
10316,23,1,brick,Brickball (play baseball with the instead of a bat),2,1,2
10317,23,1,brick,in the back part of your toilet help conserve water.,4,1,3
10318,23,1,brick,Brickly (your new best friend),1,3,4
10319,23,1,brick,make awesome hats.,1,1,2
10320,23,1,brick,If you grind the up you could make an awesome Sauce.,2,4,4
10321,23,1,brick,Wear the on a necklace  start a trend.,2,2,2
10322,23,1,brick,Polish the  sell for profit.,2,2,3
10323,23,1,brick,"Market the ""Pet "" SOMEONE will buy it.",1,1,3
10324,23,1,brick,Air guitar fret board.,2,3,4
10325,23,1,brick,Use as loofah  exfoliate like a BOSS!,3,2,3
10326,23,1,brick,Leave on gas pedal  cruise control no longer broken...,2,1,3
10327,23,1,brick,Tie to your left foot  run in uncontrollable circles.,2,1,3
10328,23,1,brick,Scratch-n-sniff   smells likes.,3,2,4
10329,23,1,brick,Multiple = makeshift chair.,1,1,3
10330,24,1,brick,buildings,1,1,1
10331,24,1,brick,house,1,1,1
10332,24,1,brick,sidewalk,1,1,1
10333,24,1,brick,weapon,1,1,2
10334,24,1,brick,fire stone,1,1,1
10335,24,1,brick,toy,1,1,2
10336,24,1,brick,shoes,1,1,2
10337,24,1,brick,resource,1,1,2
10338,24,1,brick,minerals,1,3,3
10339,24,1,brick,rocks,1,1,1
10340,24,1,brick,stepping stone,1,1,1
10341,24,1,brick,garden,1,1,2
10342,24,1,brick,walls,1,1,1
10343,24,1,brick,forts,1,1,1
10344,24,1,brick,roof,1,1,1
10345,24,1,brick,ammo,1,1,2
10346,24,1,brick,back scrubber,2,2,2
10347,24,1,brick,sculpture,1,1,2
10348,24,1,brick,statue,1,1,2
10349,24,1,brick,foot rest,1,1,2
10350,24,1,brick,seat,1,1,1
10351,24,1,brick,a hammer,1,2,1
10352,24,1,brick,knife sharpener,2,1,2
10353,24,1,brick,making fire,1,1,2
10354,24,1,brick,killing birds,1,1,1
10355,24,1,brick,smashing nuts,1,1,2
10356,24,1,brick,floors,1,1,1
10357,24,1,brick,carve stone,2,2,2
10358,24,1,brick,make a castle,1,1,1
10359,24,1,brick,use in war,1,1,2
10360,25,1,brick,building a wall,1,1,1
10361,25,1,brick,building a house,1,1,1
10362,25,1,brick,building a dog house,1,1,1
10363,25,1,brick,breaking things using the,1,1,1
10364,25,1,brick,building a table,1,1,1
10365,25,1,brick,paperweight,1,1,1
10366,25,1,brick,building a fort,1,1,2
10367,25,1,brick,making a structure (art),1,1,2
10368,25,1,brick,used to build a chair,1,1,1
10369,25,1,brick,used for an oven,1,1,1
10370,26,1,brick,self defense,1,1,1
10371,26,1,brick,cooking,1,1,2
10372,26,1,brick,a toy,1,1,2
10373,26,1,brick,a file,3,2,2
10374,26,1,brick,trade,2,2,2
10375,26,1,brick,a weapon,1,1,1
10376,26,1,brick,exercise,1,1,1
10377,26,1,brick,entertainment,1,1,1
10378,26,1,brick,drawing,1,1,2
10379,26,1,brick,sculpting,1,1,2
10380,26,1,brick,circus acts,2,1,2
10381,26,1,brick,hunting,1,1,1
10382,26,1,brick,playing games,1,1,2
10383,26,1,brick,a pet,1,1,2
10384,26,1,brick,a practical joke,2,1,2
10385,27,1,brick,paperweight,1,1,1
10386,27,1,brick,pencil holder,4,2,3
10387,27,1,brick,wheel chalk,2,1,3
10388,27,1,brick,locksmith,1,1,2
10389,27,1,brick,step stool,1,1,1
10390,27,1,brick,fighting utensil,1,1,1
10391,27,1,brick,dumbbell to work out with,1,1,1
10392,27,1,brick,kill things,1,1,1
10393,27,1,brick,a book wedge to hold books up on a shelf,2,2,2
10394,27,1,brick,potholder on carpet,2,2,3
10395,27,1,brick,chair,1,1,1
10396,27,1,brick,toss the game like toss the balloon,1,1,2
10397,27,1,brick,ruler,2,2,2
10398,27,1,brick,straight edge,2,2,2
10399,27,1,brick,pen,1,1,2
10400,27,1,brick,vase for flowers,4,2,3
10401,27,1,brick,baseball,1,1,2
10402,27,1,brick,door prop,1,1,1
10403,27,1,brick,towel weight at the beach,1,1,2
10404,27,1,brick,hold down a tarp on a car,1,1,2
10405,27,1,brick,hammer,1,1,1
10406,27,1,brick,break a window if you lock your keys in your house,1,1,2
10407,27,1,brick,photo prop,2,1,2
10408,28,1,brick,Jewelry holder,3,1,3
10409,28,1,brick,Book shelf divider,2,1,2
10410,28,1,brick,puzzle pieces,3,2,3
10411,28,1,brick,the holes in the could hold nail polishes,5,2,3
10412,28,1,brick,the holes in the could hold pencils and pens,4,2,3
10413,28,1,brick,teaching children how to write using chalk on the,2,2,2
10414,28,1,brick,can hold up food during picnics,2,1,2
10415,28,1,brick,door stop,1,1,1
10416,28,1,brick,weights,1,1,1
10417,28,1,brick,coaster for drinks,2,2,2
10418,28,1,brick,the color can be used to do drawings,2,2,3
10419,28,1,brick,add water to the color to make water-colors,2,2,4
10420,28,1,brick,the grain from the can be used for face paint,2,1,4
10421,28,1,brick,balance beam,2,1,2
10422,28,1,brick,a child's figurine playground,3,2,3
10423,29,1,brick,paper weight,1,1,1
10424,29,1,brick,door stop,1,1,1
10425,29,1,brick,counter weight for a hanging object (backpacks!),1,1,2
10426,29,1,brick,cruise control,2,2,3
10427,29,1,brick,put it in a stream for a few years and you'll get an interesting river-formed work of art,3,2,4
10428,29,1,brick,with multiple you could build a heavy Tetris game!,3,3,3
10429,29,1,brick,place a next to your books on your bookshelf to hold them in place...,2,1,2
10430,29,1,brick,you could use a as an imaginary violin for small children so that they can get used to the weight of the instrument,2,2,5
10431,29,1,brick,bang on it with a metal rod for a sound (it might sound interesting if you hollow out part of it),3,3,3
10432,29,1,brick,sand down the corners and use it as a form of myofascial relief,2,1,4
10433,29,1,brick,strap it to your leg in order to improve leg strength-wear it for a long period of time,1,1,2
10434,29,1,brick,drag it along cement and try to draw your name with it,3,2,3
10435,29,1,brick,crush the and use the pieces as a form of decoration in a glass bowl (interesting rubble centerpiece),3,1,5
10436,29,1,brick,prop your keyboard up on the so that you don't injure your wrists from typing too much (ouch.),2,2,2
10437,29,1,brick,hold the out at arms length for a prolonged period of time to exercise your stabilizer muscles,1,1,3
10438,29,1,brick,use the as a foot stool if the ground is muddy?,1,1,2
10439,29,1,brick,sell the and buy something else!,2,2,2
10440,29,1,brick,hollow out the  sand the edges  and use the as a bowl or other storage device,2,2,5
10441,30,1,brick,to build a house,1,1,1
10442,30,1,brick,to build a fire pit,1,1,1
10443,30,1,brick,you can use it as a hot plate,2,2,3
10444,30,1,brick,you can use it to lift weights,1,1,2
10445,30,1,brick,to break  glass,1,1,1
10446,30,1,brick,to hold something down,1,1,1
10447,30,1,brick,you can use it for a fire place,1,1,1
10448,30,1,brick,you can use chips to decorate your flower area outside your house,2,1,4
10449,30,1,brick,you can make a chair out of them,1,1,2
10450,31,1,brick,paper weight,1,1,1
10451,31,1,brick,decoration around flower bed,1,1,2
10452,31,1,brick,door stop.,1,1,1
10453,31,1,brick,you can use many of them to make a barrier,1,1,1
10454,31,1,brick,at a shooting range you can use it for target practice.,2,1,2
10455,31,1,brick,put it under a car tire to keep the car from rolling away,1,1,1
10456,31,1,brick,you can put it under something that needs to be level that isn't.,2,1,2
10457,31,1,brick,you can use it for protection  if someone is trying to hurt you  throw it at them.,1,1,2
10458,31,1,brick,if something is just out of reach you can step on it to make you a little taller.,1,1,2
10459,32,1,brick,make letters,2,1,3
10460,32,1,brick,build a bed,1,1,2
10461,32,1,brick,make sculptures,1,1,2
10462,32,1,brick,build walls around the border,1,1,1
10463,32,1,brick,build stoves,1,1,1
10464,32,1,brick,build homes in Africa,1,1,3
10465,32,1,brick,help tear down building (put a lot of in one net and then slam them up against the building you want to tear down),1,3,3
10466,32,1,brick,use in chemistry to show bonds between atoms,3,2,3
10467,32,1,brick,use to build the muscles in your legs  by putting them on your feet and walking around,1,2,2
10468,32,1,brick,make students balance on their head once they have done something bad,1,1,4
10469,32,1,brick,juggle (2) in hospitals to make people laugh,2,1,3
10470,32,1,brick,use them as weights for balloons,1,1,2
10471,32,1,brick,use them as a mouse connected to a computer to keep students in grade school from destroying the mouse,2,2,3
10472,32,1,brick,use them as a nail file,3,2,2
10473,32,1,brick,use them as a scrub to get the crust off your feet,3,2,3
10474,33,1,brick,throwing contest,1,1,2
10475,33,1,brick,door stop,1,1,1
10476,33,1,brick,gas pedal holder,1,1,2
10477,33,1,brick,Book stop,2,1,2
10478,33,1,brick,killing insects,1,1,1
10479,33,1,brick,wear on bottom of shoes to make you taller,1,1,3
10480,33,1,brick,protection,1,1,1
10481,33,1,brick,paper holder  keep them from flying away,1,1,1
10482,33,1,brick,contest who can smash it the fastest,1,2,2
10483,33,1,brick,"throwing at cheating Ex""s car",1,1,2
10484,33,1,brick,Block tires  so car wont move when parked,1,1,1
10485,33,1,brick,booster seat,2,1,3
10486,33,1,brick,shin guards,2,3,3
10487,33,1,brick,pillow,1,1,2
10488,33,1,brick,propter  hold items up,1,1,1
10489,33,1,brick,tag,3,1,2
10490,33,1,brick,baton for relay races,2,1,3
10491,33,1,brick,sharpen points  use as weapon to catch prey,2,2,3
10492,33,1,brick,pet,1,1,2
10493,33,1,brick,window prop  keep window open,1,1,2
10494,33,1,brick,tape messages to it  throw it to each other,1,2,3
10495,34,1,brick,as a step for a child,1,1,2
10496,34,1,brick,as the line in the middle of a volleyball court,2,2,3
10497,34,1,brick,as a paper holder,1,1,1
10498,34,1,brick,as if it was a weight for weightlifting,1,1,1
10499,34,1,brick,as a place to sit other than the dirt,1,1,2
10500,34,1,brick,put it in front of the fridge so your kid won't open it,1,1,2
10501,34,1,brick,it can be used to have anything stand higher when needed.,1,1,1
10502,34,1,brick,it can be put behind a car's wheel to prevent it from going down the hill,1,1,1
10503,34,1,brick,it can be used to kill any bug that creeps into your house,1,1,1
10504,35,1,brick,weight,1,1,1
10505,35,1,brick,art,1,1,2
10506,35,1,brick,building blocks,1,1,1
10507,35,1,brick,bed riser,1,1,2
10508,35,1,brick,step ladder,1,1,1
10509,35,1,brick,paper weight,1,1,1
10510,35,1,brick,door holder,1,1,1
10511,35,1,brick,put wheels on it and its a mini skate board,3,3,3
10512,35,1,brick,put felt on one side and its an eraser for a dry erase board/chalk board,4,3,4
10513,35,1,brick,a silly hat,1,2,2
10514,35,1,brick,sun shade,1,2,2
10515,35,1,brick,measurement of length,2,2,2
10516,35,1,brick,grind it up and make it chalk,3,1,4
10517,35,1,brick,use as a football,2,1,2
10518,35,1,brick,use it to prop things up  such as the keyboard to put it at an angle,2,2,3
10519,35,1,brick,yoga square,2,2,3
10520,35,1,brick,grind up in half full water bottle for chemical reaction,2,2,4
10521,35,1,brick,write a message on the ground with them,3,2,3
10522,35,1,brick,a hammer,1,2,1
10523,36,1,brick,use a outside if it is windy and you have to hold something down such as paper from flying away,1,1,1
10524,36,1,brick,you can use it as a decorating tool outside your house,1,1,2
10525,36,1,brick,you can use it to build a house,1,1,1
10526,36,1,brick,you can use it for drawing on with a piece of metal,3,1,2
10527,36,1,brick,you can hit people with it,1,1,2
10528,36,1,brick,you can use to break windows,1,1,1
10529,36,1,brick,you can use it for science experiments,1,1,2
10530,36,1,brick,you can throw it back and forth between a friend,1,1,2
10531,36,1,brick,you could name a,1,1,2
10532,36,1,brick,you could use it to kill bugs by throwing the on them,1,1,2
10533,36,1,brick,you could use it for an art project in school,1,1,2
10534,36,1,brick,you could sit on a bunch of stacked ups.,1,1,2
10535,36,1,brick,you could built a fort out of multiples,1,1,1
10536,36,1,brick,you can use it to stand on if you're too short and cant see over something such as a fence.,1,1,2
10537,36,1,brick,you could make a fence out of,1,1,1
10538,36,1,brick,you could make a tower,1,1,1
10539,36,1,brick,you could dress up as a for Halloween,3,2,2
10540,37,1,brick,wedge,1,2,1
10541,37,1,brick,construction for a house,1,1,1
10542,37,1,brick,a weight,1,1,1
10543,37,1,brick,weapon,1,1,2
