id,idea_content,llama33k10,for_user_id,round_id
60103,build a house,10,210kdtBq,1
60104,break into somethings that's your property,600,210kdtBq,1
60105,throw,148,210kdtBq,1
60106,build a structure,109,21tqVp1y,1
60107,break a window,131,21tqVp1y,1
60108,hold open a door,119,21tqVp1y,1
60109,paperweight ,53,21tqVp1y,1
60110,hold balloons,173,21tqVp1y,1
60111,book ends,215,21tqVp1y,1
60112,Decoration,13,2d2KH3S9,1
60113,Door stop,2,2d2KH3S9,1
60114,Back stop,268,2d2KH3S9,1
60115,paper weight,22,2Dh2v55u,1
60116,base for hot plates,274,2Dh2v55u,1
60117,black board (or brick board) to write messages on,227,2Dh2v55u,1
60118,use as a paper weight,22,2E2qy4K0,1
60119,build a statue,109,2E2qy4K0,1
60120,paint it different colors and display as art,254,2E2qy4K0,1
60121,line a flower bed,618,2E2qy4K0,1
60122,lift to build muscle strength,624,2E2qy4K0,1
60123,play catch with to build muscle strength,458,2E2qy4K0,1
60124,build a doghouse,67,2E2qy4K0,1
60125,level a table or chair,251,2E2qy4K0,1
60126,use as a coaster,323,2E2qy4K0,1
60127,heat up and use for cooking,441,2E2qy4K0,1
60128,house,189,2J8vhJyv,1
60129,fireplace,9,2J8vhJyv,1
60130,driveway,33,2J8vhJyv,1
60131,mailbox,488,2J8vhJyv,1
60132,hold a car up,195,2J8vhJyv,1
60133,hurt someone,203,2J8vhJyv,1
60134,music,82,2J8vhJyv,1
60135,break into your house,600,2J8vhJyv,1
60136,smash a window,131,2J8vhJyv,1
60137,Hold a window open,21,2nxx6Yf9,1
60138,Hit someone,178,2nxx6Yf9,1
60139,Build a building,109,2nxx6Yf9,1
60140,Furniture,585,2nxx6Yf9,1
60141,Grills,436,2nxx6Yf9,1
60142,Paths,431,2nxx6Yf9,1
60143,Streets,397,2nxx6Yf9,1
60144,Art,490,2nxx6Yf9,1
60145,Prop up engine,423,2nxx6Yf9,1
60146,Hold something down,195,2PtjMrzC,1
60147,break something,106,2PtjMrzC,1
60148,hammer a nail,57,2PtjMrzC,1
60149,hold open a door,119,2PtjMrzC,1
60150,put things in the holes,85,2PtjMrzC,1
60151,work as a counter weight,95,2PtjMrzC,1
60152,flatten somtething,396,2PtjMrzC,1
60153,Hammer,51,2RpEH99c,1
60154,applying pressure,315,2RpEH99c,1
60155,"while reading book, it will help the book to be standing",138,2RpEH99c,1
60156,chalk,288,2RpEH99c,1
60157,"Patio wall,",15,30Z2IWHA,1
60158,Build a house,10,30Z2IWHA,1
60159,Build a walkway,62,30Z2IWHA,1
60160,A mailbox holder,371,30Z2IWHA,1
60161,driveway,33,30Z2IWHA,1
60162,Start a fire,206,30Z2IWHA,1
60163,cook on them in a fire,75,30Z2IWHA,1
60164,door stop,2,332VeAed,1
60165,paint it and display,270,332VeAed,1
60166,add height to something,302,332VeAed,1
60167,use it as a stage for dolls,521,332VeAed,1
60168,Throw in a window,171,365hZA15,1
60169,Hold a door open,119,365hZA15,1
60170,Paperweight,22,365hZA15,1
60171,Sharpen tools,99,365hZA15,1
60172,Draw on it,232,365hZA15,1
60173,Hammer,51,365hZA15,1
60174,Use as a blunt weapon,1,365hZA15,1
60175,A dangerous game of catch,516,365hZA15,1
60176,Pet brick,12,365hZA15,1
60177,super good brick,602,3697RZcw,1
60178,Container,489,3a4J68MA,1
60179,stool,353,3a4J68MA,1
60180,organizer,422,3a4J68MA,1
60181,holder,339,3a4J68MA,1
60182,Part of a building,601,3afo6Ob6,1
60183,Doorstop,2,3afo6Ob6,1
60184,Paperweight,539,3afo6Ob6,1
60185,Weapon,1,3afo6Ob6,1
60186,Draw a face on it and make it a toy,281,3afo6Ob6,1
60187,Hold up furniture,435,3afo6Ob6,1
60188,BUILD A HOUSE,10,3aN58Jw7,1
60189,HIT SOMEONE WITH,178,3aN58Jw7,1
60190,MAKE A PATH WITH,48,3aN58Jw7,1
60191,MAKE A MAILBOX POST,371,3aN58Jw7,1
60192,STORE SOMETHING ON TOP OF SO THAT IT IS NOT ON THE GROUND,28,3aN58Jw7,1
60193,build a house,10,3dysp210,1
60194,throw through a window,171,3dysp210,1
60195,carve a bunch into chess pieces,126,3dysp210,1
60196,smash into pieces and mix with cement for a driveway or wall,390,3dysp210,1
60197,put behind the tire of your car on a hill,291,3dysp210,1
60198,Kill someone,412,3N0X21zt,1
60199,make a house,10,3N0X21zt,1
60200,build a bridge,4,3N0X21zt,1
60201,paperweight,22,3N0X21zt,1
60202,decoration,13,3N0X21zt,1
60203,smash a bug,266,3N0X21zt,1
60204,break a window,26,3N0X21zt,1
60205,stand on as a stool,230,3N0X21zt,1
60206,support broken furniture,158,3N0X21zt,1
60207,bookend,215,3N0X21zt,1
60208,hammer,51,3N0X21zt,1
60209,hold a book open while i read (like for recipes),534,3N0X21zt,1
60210,if there's a bunch bricks i could enclose a fire for a bonfire area,267,3N0X21zt,1
60211,put in a garden to keep dirt in,39,3N0X21zt,1
60212,Build a building,535,3rG4FDn6,1
60213,Smash a window,131,3rG4FDn6,1
60214,Squish a bug,266,3rG4FDn6,1
60215,Prop up a car,291,3rG4FDn6,1
60216,Use as a landscape wall,578,3rG4FDn6,1
60217,Use for firepits/fireplaces,443,3rG4FDn6,1
60218,Make an oven,217,3rG4FDn6,1
60219,sidewalk,23,47h4XUb6,1
60220,house,189,47h4XUb6,1
60221,fireplace,9,47h4XUb6,1
60222,smoker,361,47h4XUb6,1
60223,steps,71,47h4XUb6,1
60224,patio,420,47h4XUb6,1
60225,bookshelf,198,47h4XUb6,1
60226,hold down a pile of hair,35,4dUr6hnh,1
60227,shoes on the moon,356,4dUr6hnh,1
60228,helicopter steps,59,4dUr6hnh,1
60229,as a hammer,51,4dUr6hnh,1
60230,chalk,288,4dUr6hnh,1
60231,grandparent smasher,525,4dUr6hnh,1
60232,modern igloo frame,445,4dUr6hnh,1
60233,big geeky glasses,517,4dUr6hnh,1
60234,cutting a frog,450,4dUr6hnh,1
60235,paddle,191,4dUr6hnh,1
60236,fridge handle,612,4dUr6hnh,1
60237,elevator weight,246,4dUr6hnh,1
60238,stone ,391,4dUr6hnh,1
60239,making walls ,156,4evEspH2,1
60240,three little pig's house,508,4evEspH2,1
60241,making an oven,217,4evEspH2,1
60242,making fence,39,4evEspH2,1
60243,landscaping,98,4evEspH2,1
60244,foot path,322,4evEspH2,1
60245,for accenting,209,4evEspH2,1
60246,flooring,349,4evEspH2,1
60247,door stop,2,4IpDwdI5,1
60248,paper weight,22,4IpDwdI5,1
60249,window smasher,131,4IpDwdI5,1
60250,prop open a window,21,4IpDwdI5,1
60251,break glass object,26,4IpDwdI5,1
60252,throw at target,447,4IpDwdI5,1
60253,make a present,501,4IpDwdI5,1
60254,build house,10,4q5kz2kx,1
60255,out door pit,176,4q5kz2kx,1
60256,build sidewalk,81,4q5kz2kx,1
60257,roads,102,4q5kz2kx,1
60258,building,97,4q5kz2kx,1
60259,walls,40,4q5kz2kx,1
60260,Door stop,2,4VoT0krX,1
60261,Paper weight,22,4VoT0krX,1
60262,Wheel chock,87,4VoT0krX,1
60263,Weapon,1,4VoT0krX,1
60264,Step stool,121,4VoT0krX,1
60265,Hammer,51,4VoT0krX,1
60266,Anchor,52,4VoT0krX,1
60267,build a house,10,4VzH60D1,1
60268,build a wall,15,4VzH60D1,1
60269,use it to hammer something,51,4VzH60D1,1
60270,use it as a weapon,1,4VzH60D1,1
60271,use it to kill a bug,266,4VzH60D1,1
60272,as a door stop,2,4VzH60D1,1
60273,to make a memorial,90,4VzH60D1,1
60274,use it to step on to reach something higher,230,4VzH60D1,1
60275,use it to fill a hole,415,4VzH60D1,1
60276,use it to stop water flow,140,4VzH60D1,1
60277,build a fence,113,4VzH60D1,1
60278,use it to break a window,115,4VzH60D1,1
60279,build a house,10,4WeqZ7T8,1
60280,build a wall,15,4WeqZ7T8,1
60281,build foundation,216,4WeqZ7T8,1
60282,build a road,419,4WeqZ7T8,1
60283,build buildings and businesses,479,4WeqZ7T8,1
60284,build furnaces,183,4WeqZ7T8,1
60285,build chimnees,316,4WeqZ7T8,1
60286,House,189,4XgOK49q,1
60287,wall,40,4XgOK49q,1
60288,sidewalk,23,4XgOK49q,1
60289,garden,289,4XgOK49q,1
60290,fence,103,4XgOK49q,1
60291,tower,483,4XgOK49q,1
60292,break some thing,106,4ys9hBH1,1
60293,build a house,10,4ys9hBH1,1
60294,build a building,535,4ys9hBH1,1
60295,build a fire place,277,4ys9hBH1,1
60296,uses to stop something,619,4ys9hBH1,1
60297,used to hold something,195,4ys9hBH1,1
60298,pottery,387,4ys9hBH1,1
60299,potting,587,4ys9hBH1,1
60300,designing,272,4ys9hBH1,1
60301,gardening. ,332,4ys9hBH1,1
60302,Use it as a press for cooking (like when making brick chicken),243,5122L8am,1
60303,Make a round wall outside to use as a fire pit,267,5122L8am,1
60304,Use as a paper stop.,22,5122L8am,1
60305,Use to hold things up like a shelf.,210,5122L8am,1
60306,Break into pieces and place over plant pots.,146,5122L8am,1
60307,Paint and make into characters.,281,5122L8am,1
60308,thrown into a wall,468,517P11oo,1
60309,used as a door stop,2,517P11oo,1
60310,used as a ball in a game of catch,369,517P11oo,1
60311,Throw it at something,447,55kB7oGZ,1
60312,weight,36,55kB7oGZ,1
60313,counterbalance,418,55kB7oGZ,1
60314,BRICK ON WALL,555,5A0P72Lh,1
60315,Temporary brace for a very uneven table leg,299,5d5xLMEq,1
60316,Counterweight for a small child playing on a see saw,95,5d5xLMEq,1
60317,Small monolith for an installation art piece,292,5d5xLMEq,1
60318,Brace to elevate a dog house,417,5d5xLMEq,1
60319,build a flower bed,24,5PB3Bb88,1
60320,break a window,131,5PB3Bb88,1
60321,build a house,10,5PB3Bb88,1
60322,build porch,603,5PB3Bb88,1
60323,Build a House,10,5SRJR5D5,1
60324,Build A Structure,109,5SRJR5D5,1
60325,Kill a Bug,266,5SRJR5D5,1
60326,Kill a Person,412,5SRJR5D5,1
60327,Anchor something,52,5SRJR5D5,1
60328,Use in landscaping,98,5SRJR5D5,1
60329,Build a well,118,5SRJR5D5,1
60330,Symbolic pyramid build,93,5SRJR5D5,1
60331,Throw through a window in protest,171,5SRJR5D5,1
60332,Use as garden/pathway pavers,81,5SRJR5D5,1
60333,Use as a mini stool,353,5SRJR5D5,1
60334,As a stand for plants,259,5T96gwt6,1
60335,As a stand for the tv,116,5T96gwt6,1
60336,build an outside bar-b-que,166,5T96gwt6,1
60337,hold down a tarp,132,5T96gwt6,1
60338,put in the back of the truck for weight when there is snow on the ground,238,5T96gwt6,1
60340,wall,40,619m9P17,1
60341,weapon,1,619m9P17,1
60342,fireplace.,277,619m9P17,1
60343,weight,36,619m9P17,1
60344,pillow,37,63a1Gxgq,1
60345,window smasher,1,63a1Gxgq,1
60346,foot stool,121,63a1Gxgq,1
60347,iron,551,63a1Gxgq,1
60348,paper weight,22,63a1Gxgq,1
60349,sander,153,63a1Gxgq,1
60350,paint applicator,312,63a1Gxgq,1
60351,weight,36,63a1Gxgq,1
60352,dumbbell,475,63a1Gxgq,1
60353,plate,41,63a1Gxgq,1
60354,Break a window,131,65805qnA,1
60355,Make a wall,15,65805qnA,1
60356,flatten an object,127,65805qnA,1
60357,crack open a pistachio or walnut,101,65805qnA,1
60358,defend yourself,141,65805qnA,1
60359,paperweight,22,65805qnA,1
60360,decoration,13,65805qnA,1
60361,as a hammer to pound something,51,65805qnA,1
60362,break other small rocks up,558,65805qnA,1
60363,stand on and reach something.,230,65805qnA,1
60364,build houses,10,66jawKKi,1
60365,as a weight,36,66jawKKi,1
60366,to build a bbq pit,166,66jawKKi,1
60367,lawn decorations,617,66jawKKi,1
60368,buld a wall to avoid flood,16,66jawKKi,1
60369,build a road cobblestone,68,66jawKKi,1
60370,Use it as a weight,132,672NRTzv,1
60371,Use it to hold something down,132,672NRTzv,1
60372,Smash things w,108,672NRTzv,1
60374,Building,97,683d1PBR,1
60375,Support,231,683d1PBR,1
60376,Drawing lines ,232,683d1PBR,1
60377,Ballast ,622,683d1PBR,1
60378,door stop,2,68P7GeOl,1
60379,paper weight,22,68P7GeOl,1
60380,a boat anchor,52,68P7GeOl,1
60381,a door jam,314,68P7GeOl,1
60382,counter weight,95,68P7GeOl,1
60383,gluing weight ,529,68P7GeOl,1
60384,bookends,138,68tvdfYb,1
60385,paperweight,2,68tvdfYb,1
60386,garden edge,367,68tvdfYb,1
60387,door block,2,68tvdfYb,1
60388,wall,40,6B7M68Fb,1
60389,house,189,6B7M68Fb,1
60390,bridge,540,6B7M68Fb,1
60391,walkway,62,6B7M68Fb,1
60392,porch,406,6B7M68Fb,1
60393,paper weight,539,6B7M68Fb,1
60394,planter,354,6B7M68Fb,1
60395,gardening,332,6B7M68Fb,1
60396,border,311,6B7M68Fb,1
60397,building,97,6B7M68Fb,1
60398,street,150,6B7M68Fb,1
60399,playground,264,6B7M68Fb,1
60400,Build a house,10,6D6d2I55,1
60401,Lay foundation,216,6D6d2I55,1
60402,Hit someone,178,6D6d2I55,1
60403,Hold something up,195,6D6d2I55,1
60404,make something level,152,6D6d2I55,1
60405,Paint to use as a decoration,270,6ERmJDe3,1
60406,A door-stopper,2,6ERmJDe3,1
60407,A (very heavy) paper weight,132,6ERmJDe3,1
60408,A pen/pencil holder,339,6ERmJDe3,1
60409,A weapon,1,6ERmJDe3,1
60410,A building block,249,6ERmJDe3,1
60411,Potted-plant holder,259,6ERmJDe3,1
60412,A stepping block,331,6ERmJDe3,1
60418,use as leg support,299,6hETnw58,1
60419,build a cat house,378,6hETnw58,1
60420,build a fire ring,346,6hETnw58,1
60421,build a house,10,6kTekgee,1
60422,throw in a window,171,6kTekgee,1
60423,use as a paper weight,22,6kTekgee,1
60424,stack into a tower,109,6kTekgee,1
60425,put on your trunk to keep from opening,335,6kTekgee,1
60426,to prop up a wobbly table,168,6kTekgee,1
60427,to prop up a bed ,161,6kTekgee,1
60428,use as hand weights to work out,250,6kTekgee,1
60429,build house,10,6lN1aCrC,1
60430,build patio,54,6lN1aCrC,1
60431,make walk way,48,6lN1aCrC,1
60432,make driveway,236,6lN1aCrC,1
60433,use in edging,185,6lN1aCrC,1
60434,build a house,10,6q5Wz6lI,1
60435,frieplace,9,6q5Wz6lI,1
60436,grill,436,6q5Wz6lI,1
60437,bon-fire,408,6q5Wz6lI,1
60438,seal off a hole in the lower wall,410,737W95CH,1
60439,shatter a glass window,131,737W95CH,1
60440,weight to hold objects in place,132,737W95CH,1
60441,light weight for exercising,45,737W95CH,1
60442,scratch a surface,559,737W95CH,1
60443,create a sculpture like legos,261,737W95CH,1
60444,build a wall,15,737W95CH,1
60445,fireplace,9,737W95CH,1
60446,hammer,51,737W95CH,1
60447,nut cracker,421,737W95CH,1
60448,self defense in wilderness,428,737W95CH,1
60449,Throw it through a window and rob a bank.,621,74I0f64D,1
60450,Kill an enemy in cold blood.,412,74I0f64D,1
60451,Stand on an overpass and throw it at an unsuspecting car.,208,74I0f64D,1
60452,Use it to win an argument.,439,74I0f64D,1
60453,Use it to hold a door open.,2,74I0f64D,1
60454,Use it to block my car from rolling backwards.,157,74I0f64D,1
60455,Use it to fry an egg on a hot day in the desert if I was stranded and had an egg with me.,273,74I0f64D,1
60456,Crush a rat with it.,202,74I0f64D,1
60457,door stop,2,78E0pqW2,1
60458,weapon,1,78E0pqW2,1
60459,fake book,44,78E0pqW2,1
60460,book end,215,78E0pqW2,1
60461,door opener,119,78E0pqW2,1
60462,pillow,37,78E0pqW2,1
60463,canvas,429,78E0pqW2,1
60464,toy,128,78E0pqW2,1
60465,paper weight,22,78E0pqW2,1
60466,Break a window,131,7Alo1fos,1
60467,Prevent a car from rolling backwards,87,7Alo1fos,1
60468,Help keep a bucket from tipping over,607,7Alo1fos,1
60469,walls for miniature golf,523,7Alo1fos,1
60470,"practice throwing objects, gaining muscle",572,7Alo1fos,1
60471,sitting on when there is an inch of water on the ground,376,7Alo1fos,1
60472,paperweight,53,7Alo1fos,1
60473,A brick can be building material or a weapon a projectile,568,7iC45VYt,1
60474,a door stop,2,7iC45VYt,1
60475,a chock for a wheel,87,7iC45VYt,1
60476,something under a jack,321,7iC45VYt,1
60477,a stablilizer,29,7iC45VYt,1
60478,use it to raise water level in a toilet,333,7iC45VYt,1
60479,flower beds,24,7iC45VYt,1
60480,hammer a nail ,57,7mMz4Cl3,1
60481,send a note to an enemy,577,7mMz4Cl3,1
60482,break a window,131,7mMz4Cl3,1
60483,build a house,10,7mMz4Cl3,1
60484,door stop,2,7mMz4Cl3,1
60485,paper weight,22,7mMz4Cl3,1
60486,boat anchor,52,7mMz4Cl3,1
60487,knock a guy out,381,7mMz4Cl3,1
60488,squash a bug,266,7mMz4Cl3,1
60489,door stop,2,7oUpJA0Y,1
60490,breaking a window,131,7oUpJA0Y,1
60491,paper weight,539,7oUpJA0Y,1
60492,large game of Jenga,451,7oUpJA0Y,1
60493,putting a car up on blocks,336,7oUpJA0Y,1
60494,fire ,187,7oUpJA0Y,1
60495,houses,189,7wM6Howz,1
60496,chimney,55,7wM6Howz,1
60497,stove,342,7wM6Howz,1
60498,bonfire,408,7wM6Howz,1
60499,weapon,1,7wM6Howz,1
60500,wall,40,7wM6Howz,1
60501,Build an Oven,222,8231icq2,1
60502,Build a Fort,385,8231icq2,1
60503,Use it as a nutcracker,421,8231icq2,1
60504,Create a piece of modern art,394,8231icq2,1
60505,Use it as a weight,132,8231icq2,1
60506,Use it to anchor a boat,52,8231icq2,1
60507,Use it as a table,3,8231icq2,1
60508,Build a house,10,84I2QjCD,1
60509,Landscaping,98,84I2QjCD,1
60510,As a sidewalk,23,84I2QjCD,1
60511,Build a chimney,72,84I2QjCD,1
60512,Build a wall,15,84I2QjCD,1
60513,Break a window,131,84I2QjCD,1
60514,Build a firepit,346,84I2QjCD,1
60515,paper weight,22,865alos8,1
60516,door stop,2,865alos8,1
60517,wheel chock for a car wheel,87,865alos8,1
60518,weapon,1,865alos8,1
60519,support,231,865alos8,1
60520,walkway,62,865alos8,1
60521,border,311,865alos8,1
60522,wall,40,865alos8,1
60523,press,218,865alos8,1
60524,Paint it white and make it a snowman,563,8etU6423,1
60525,Use it as a doorstop,2,8etU6423,1
60526,Paint it to look like Frankenstein,61,8etU6423,1
60527,Use it as a step when you can ALMOST reach something,230,8etU6423,1
60528,wall,40,8gDXlAq1,1
60529,fireplace,9,8gDXlAq1,1
60530,weights,36,8gDXlAq1,1
60531,chimney,55,8gDXlAq1,1
60532,paper weight,22,8nIGic28,1
60533,step,96,8nIGic28,1
60534,door stop,2,8nIGic28,1
60535,stool,353,8nIGic28,1
60536,marker,278,8nIGic28,1
60537,nut crusher,421,8nIGic28,1
60538,Building,97,8rKs8DW2,1
60539,fire pit,176,8rKs8DW2,1
60540,fire place,9,8rKs8DW2,1
60541,cabin,442,8rKs8DW2,1
60542,keeping a car from rolling,291,8rKs8DW2,1
60543,anchoring items in the wind,172,8rKs8DW2,1
60544,decoration,13,8rKs8DW2,1
60545,Use as a hammer,51,8tmPV3b2,1
60546,use to build something,552,8tmPV3b2,1
60547,use as a door stop,2,8tmPV3b2,1
60548,use as a paper weight,22,8tmPV3b2,1
60549,use as stool,58,8tmPV3b2,1
60550,use as a step,230,8tmPV3b2,1
60551,use to break a window,131,8tmPV3b2,1
60552,use to hold your place in line,365,8tmPV3b2,1
60553,use as decoration,13,8tmPV3b2,1
60554,use to keep your car from rolling,291,8tmPV3b2,1
60555,use for garden step stone,136,8tmPV3b2,1
60556,use for a marker,278,8tmPV3b2,1
60557,use to hold a hose in place,195,8tmPV3b2,1
60558,door stopper,2,8UP73BqP,1
60559,stepper,329,8UP73BqP,1
60560,balance on head,104,8UP73BqP,1
60561,throw to somebody when mad,76,8UP73BqP,1
60562,doorstop,2,8x0NWvRS,1
60563,murder weapon,1,8x0NWvRS,1
60564,masher ,234,8x0NWvRS,1
60565,bookend,215,8x0NWvRS,1
60566,weight,36,8x0NWvRS,1
60567,hat,554,8x0NWvRS,1
60568,shoe,357,8x0NWvRS,1
60569,level,152,8x0NWvRS,1
60570,garden,289,8x0NWvRS,1
60571,build a house,10,8xBSw388,1
60572,keep a door open,119,8xBSw388,1
60573,hold papers down on a windy day,22,8xBSw388,1
60574,be used as a stepping stool,230,8xBSw388,1
60575,beautify the yard,467,8xBSw388,1
60576,make a kids play house,10,8xBSw388,1
60577,As a weight,36,8ys0v7m4,1
60578,As a way to stack things,237,8ys0v7m4,1
60579,As a stool,353,8ys0v7m4,1
60580,As something to sit on,374,8ys0v7m4,1
60581,As something to throw,148,8ys0v7m4,1
60582,build a house,10,900RaAbM,1
60583,fire pit,176,900RaAbM,1
60584,self defense,141,900RaAbM,1
60585,planter border,245,900RaAbM,1
60586,Organizer,422,90lmw7pq,1
60587,table,304,90lmw7pq,1
60588,brick,538,90lmw7pq,1
60589,barrier.,139,90lmw7pq,1
60590,Building material,97,978s3cff,1
60591,"Ground up, used to make into paint or dye",147,978s3cff,1
60592,used to make a dam,140,978s3cff,1
60593,Weapon,1,978s3cff,1
60594,Doorstop,2,978s3cff,1
60595,"as a Weight, for exercising",45,978s3cff,1
60596,use it to crush snails,530,978s3cff,1
60597,make a building ,109,99ao74dS,1
60598,used as a weight underwater,20,99ao74dS,1
60599,weapon,1,99ao74dS,1
60600,weight in general,36,99ao74dS,1
60601,work out tool,537,99ao74dS,1
60602,Smash a window,131,99LrpkPZ,1
60603,doorstop,2,99LrpkPZ,1
60604,paper weight,539,99LrpkPZ,1
60605,decor,13,99LrpkPZ,1
60606,prop something up for a photo,309,99LrpkPZ,1
60607,As a stepping stool for a kid too short to reach the sink or light switch,230,99LrpkPZ,1
60608,take up tank space in a toilet,502,99LrpkPZ,1
60609,"weigh down something you want to sink, like a murder weapon",20,99LrpkPZ,1
60610,use as a weapon,1,99LrpkPZ,1
60611,in a fishtank as decoration,13,99LrpkPZ,1
60612,strength training,395,99LrpkPZ,1
60613,for a phone ,440,9cGn0FdJ,1
60614,for weight lifting supplements,137,9cGn0FdJ,1
60615,for exercise equipment,287,9cGn0FdJ,1
60616,for a laxative,605,9cGn0FdJ,1
60617,paper weight,22,9DATQk19,1
60618,prop open a door,119,9DATQk19,1
60619,tie up your dog to,290,9DATQk19,1
60620,use to make a bookshelf,198,9DATQk19,1
60621,Build a wall,15,9qInF3rw,1
60622,Build a house,10,9qInF3rw,1
60623,Build a raised garden,584,9qInF3rw,1
60624,Use as a paper-weight,539,9qInF3rw,1
60625,Break open a coconut,73,9qInF3rw,1
60626,smash and use as driveway gravel,224,9qInF3rw,1
60627,Use as a tire stop in winter,87,9qInF3rw,1
60628,paperweight,53,9stodL1U,1
60629,hold a water hose in place,485,9stodL1U,1
60630,break up & use in the bottom of plant pots to hold soil in,146,9stodL1U,1
60631,doorstop,2,9stodL1U,1
60632,hollow out & use to plant small airplants,463,9stodL1U,1
60633,break something - a window,131,9stodL1U,1
60634,prop,105,9stodL1U,1
60635,building construction,296,9tIJP9tr,1
60636,throwing a dog,213,9tIJP9tr,1
60637,hitting a person,178,9tIJP9tr,1
60638,Building a house,10,9wW6AB6o,1
60639,Throwing it at someone,76,9wW6AB6o,1
60640,breaking into a car,115,9wW6AB6o,1
60641,breaking someone's skull,70,9wW6AB6o,1
