id,idea_content,llama33k10,for_user_id,round_id
10239,use a for self defense,209,17,1
10240,paint a gold and sell it,845,17,1
10241,use a to break another,17,17,1
10242,Anchor for small boat,40,18,1
10243,Short stepping stool,65,18,1
10244,Canvas on which to paint,782,18,1
10245,Weight,220,18,1
10246,A shovel,858,18,1
10247,knife sharpener,26,18,1
10248,door stopper,484,18,1
10249,use as a pet,384,19,1
10250,as a door stop,124,19,1
10251,hold up things with...like for a shelf,37,19,1
10252,use as art,5,19,1
10253,decorate to show off,620,19,1
10254,rest something on top of the,668,19,1
10255,as a paper weight,10,19,1
10256,lift as a weight,3,19,1
10257,use to push something down,425,19,1
10258,use as a substitute for a missing piece in outside stairs/walk way,488,19,1
10259,use it to hide a key outside your house,125,19,1
10260,to hold down a planter,529,19,1
10261,to prop up against something to keep it closed,446,19,1
10262,decorate and put in a garden as art,170,19,1
10263,in the pool you can use it as a weight to push at the bottom of the pool to help built up your upper body muscles for swimming.,492,19,1
10264,build a house,15,20,1
10265,put behind a tire to keep a car from rolling down a hill,408,20,1
10266,use as a weapon,210,20,1
10267,use as a weight,68,20,1
10268,to line the edges of a flower bed or a vegetable garden,339,20,1
10269,make a patio,117,20,1
10270,use around a firepit,21,20,1
10271,if they are different colored you can make a pattern out of them,330,20,1
10272,"use them as ""feet"" to hold up a table or chair higher",876,20,1
10273,to heat something up because they get hot in the summer and can keep things warm,217,20,1
10274,make a fort by building walls and a floor out of,259,20,1
10275,you can grow moss on them by pouring buttermilk on them,524,20,1
10276,I think if you strike a rock against one it will spark to make a fire. I'm not sure if that is possible though,244,20,1
10277,you can paint them and make artwork out of them,7,20,1
10278,it can serve as shelter or a home to some worms or other critters,857,20,1
10279,you can use it as a tool like a hammer,75,20,1
10280,"you ""could"" write with them because they leave red marks when scratched across a surface",228,20,1
10281,Door stopper,484,21,1
10282,iron,531,21,1
10283,pancake flattener,47,21,1
10284,bed/table riser,35,21,1
10285,can be used as decorations in a house,18,21,1
10286,nail filer,273,21,1
10287,outdoor fort,33,21,1
10288,fence,159,21,1
10289,Dam,568,22,1
10290,Barrier,229,22,1
10291,Irrigation,472,22,1
10292,Shelter,450,22,1
10293,Roads,197,22,1
10294,Shoes,160,22,1
10295,Art,314,22,1
10296,sculptures,639,22,1
10297,Flint?,201,22,1
10298,Underground safe area or shelter,450,22,1
10299,A heavy  indestructible vehicle,654,22,1
10300,Projectile in some shape or form,411,22,1
10301,A standard measurement,914,22,1
10302,Jewelry,433,22,1
10303,Use to fool someone.,495,22,1
10304,A birthday present,205,22,1
10305,Projectile,411,23,1
10306,Paperweight,10,23,1
10307,Heavier Bookbags,912,23,1
10308,Oldowan style tools,372,23,1
10309,Shoe filling,449,23,1
10310,pie,539,23,1
10311,Soup,748,23,1
10312,as a blunt object,210,23,1
10313,You know can be painted and star in television shows...,601,23,1
10314,can help your clothes fit better.,830,23,1
10315,Less than efficient fly-swatter,777,23,1
10316,Brickball (play baseball with the instead of a bat),77,23,1
10317,in the back part of your toilet help conserve water.,624,23,1
10318,Brickly (your new best friend),877,23,1
10319,make awesome hats.,155,23,1
10320,If you grind the up you could make an awesome Sauce.,648,23,1
10321,Wear the on a necklace  start a trend.,34,23,1
10322,Polish the  sell for profit.,533,23,1
10323,"Market the ""Pet "" SOMEONE will buy it.",546,23,1
10324,Air guitar fret board.,38,23,1
10325,Use as loofah  exfoliate like a BOSS!,419,23,1
10326,Leave on gas pedal  cruise control no longer broken...,510,23,1
10327,Tie to your left foot  run in uncontrollable circles.,691,23,1
10328,Scratch-n-sniff   smells likes.,870,23,1
10329,Multiple = makeshift chair.,128,23,1
10330,buildings,19,24,1
10331,house,132,24,1
10332,sidewalk,64,24,1
10333,weapon,203,24,1
10334,fire stone,665,24,1
10335,toy,90,24,1
10336,shoes,160,24,1
10337,resource,919,24,1
10338,minerals,275,24,1
10339,rocks,755,24,1
10340,stepping stone,66,24,1
10341,garden,435,24,1
10342,walls,61,24,1
10343,forts,33,24,1
10344,roof,204,24,1
10345,ammo,820,24,1
10346,back scrubber,872,24,1
10347,sculpture,639,24,1
10348,statue,36,24,1
10349,foot rest,131,24,1
10350,seat,105,24,1
10351,a hammer,75,24,1
10352,knife sharpener,26,24,1
10353,making fire,575,24,1
10354,killing birds,478,24,1
10355,smashing nuts,59,24,1
10356,floors,917,24,1
10357,carve stone,81,24,1
10358,make a castle,215,24,1
10359,use in war,302,24,1
10360,building a wall,61,25,1
10361,building a house,15,25,1
10362,building a dog house,584,25,1
10363,breaking things using the,17,25,1
10364,building a table,355,25,1
10365,paperweight,10,25,1
10366,building a fort,259,25,1
10367,making a structure (art),208,25,1
10368,used to build a chair,128,25,1
10369,used for an oven,543,25,1
10370,self defense,209,26,1
10371,cooking,569,26,1
10372,a toy,153,26,1
10373,a file,709,26,1
10374,trade,712,26,1
10375,a weapon,203,26,1
10376,exercise,504,26,1
10377,entertainment,888,26,1
10378,drawing,764,26,1
10379,sculpting,81,26,1
10380,circus acts,370,26,1
10381,hunting,514,26,1
10382,playing games,100,26,1
10383,a pet,234,26,1
10384,a practical joke,886,26,1
10385,paperweight,10,27,1
10386,pencil holder,79,27,1
10387,wheel chalk,429,27,1
10388,locksmith,883,27,1
10389,step stool,65,27,1
10390,fighting utensil,346,27,1
10391,dumbbell to work out with,42,27,1
10392,kill things,869,27,1
10393,a book wedge to hold books up on a shelf,183,27,1
10394,potholder on carpet,358,27,1
10395,chair,202,27,1
10396,toss the game like toss the balloon,814,27,1
10397,ruler,298,27,1
10398,straight edge,225,27,1
10399,pen,686,27,1
10400,vase for flowers,265,27,1
10401,baseball,579,27,1
10402,door prop,41,27,1
10403,towel weight at the beach,827,27,1
10404,hold down a tarp on a car,63,27,1
10405,hammer,75,27,1
10406,break a window if you lock your keys in your house,104,27,1
10407,photo prop,92,27,1
10408,Jewelry holder,727,28,1
10409,Book shelf divider,728,28,1
10410,puzzle pieces,341,28,1
10411,the holes in the could hold nail polishes,394,28,1
10412,the holes in the could hold pencils and pens,79,28,1
10413,teaching children how to write using chalk on the,902,28,1
10414,can hold up food during picnics,571,28,1
10415,door stop,124,28,1
10416,weights,220,28,1
10417,coaster for drinks,29,28,1
10418,the color can be used to do drawings,498,28,1
10419,add water to the color to make water-colors,287,28,1
10420,the grain from the can be used for face paint,261,28,1
10421,balance beam,757,28,1
10422,a child's figurine playground,651,28,1
10423,paper weight,10,29,1
10424,door stop,484,29,1
10425,counter weight for a hanging object (backpacks!),68,29,1
10426,cruise control,525,29,1
10427,put it in a stream for a few years and you'll get an interesting river-formed work of art,258,29,1
10428,with multiple you could build a heavy Tetris game!,272,29,1
10429,place a next to your books on your bookshelf to hold them in place...,183,29,1
10430,you could use a as an imaginary violin for small children so that they can get used to the weight of the instrument,855,29,1
10431,bang on it with a metal rod for a sound (it might sound interesting if you hollow out part of it),466,29,1
10432,sand down the corners and use it as a form of myofascial relief,345,29,1
10433,strap it to your leg in order to improve leg strength-wear it for a long period of time,122,29,1
10434,drag it along cement and try to draw your name with it,380,29,1
10435,crush the and use the pieces as a form of decoration in a glass bowl (interesting rubble centerpiece),690,29,1
10436,prop your keyboard up on the so that you don't injure your wrists from typing too much (ouch.),328,29,1
10437,hold the out at arms length for a prolonged period of time to exercise your stabilizer muscles,482,29,1
10438,use the as a foot stool if the ground is muddy?,67,29,1
10439,sell the and buy something else!,78,29,1
10440,hollow out the  sand the edges  and use the as a bowl or other storage device,661,29,1
10441,to build a house,15,30,1
10442,to build a fire pit,21,30,1
10443,you can use it as a hot plate,53,30,1
10444,you can use it to lift weights,42,30,1
10445,to break  glass,17,30,1
10446,to hold something down,63,30,1
10447,you can use it for a fire place,21,30,1
10448,you can use chips to decorate your flower area outside your house,434,30,1
10449,you can make a chair out of them,128,30,1
10450,paper weight,10,31,1
10451,decoration around flower bed,169,31,1
10452,door stop.,124,31,1
10453,you can use many of them to make a barrier,229,31,1
10454,at a shooting range you can use it for target practice.,191,31,1
10455,put it under a car tire to keep the car from rolling away,96,31,1
10456,you can put it under something that needs to be level that isn't.,27,31,1
10457,you can use it for protection  if someone is trying to hurt you  throw it at them.,6,31,1
10458,if something is just out of reach you can step on it to make you a little taller.,66,31,1
10459,make letters,735,32,1
10460,build a bed,694,32,1
10461,make sculptures,81,32,1
10462,build walls around the border,343,32,1
10463,build stoves,646,32,1
10464,build homes in Africa,835,32,1
10465,help tear down building (put a lot of in one net and then slam them up against the building you want to tear down),168,32,1
10466,use in chemistry to show bonds between atoms,662,32,1
10467,use to build the muscles in your legs  by putting them on your feet and walking around,122,32,1
10468,make students balance on their head once they have done something bad,863,32,1
10469,juggle (2) in hospitals to make people laugh,775,32,1
10470,use them as weights for balloons,68,32,1
10471,use them as a mouse connected to a computer to keep students in grade school from destroying the mouse,920,32,1
10472,use them as a nail file,273,32,1
10473,use them as a scrub to get the crust off your feet,631,32,1
10474,throwing contest,163,33,1
10475,door stop,124,33,1
10476,gas pedal holder,724,33,1
10477,Book stop,183,33,1
10478,killing insects,93,33,1
10479,wear on bottom of shoes to make you taller,541,33,1
10480,protection,664,33,1
10481,paper holder  keep them from flying away,797,33,1
10482,contest who can smash it the fastest,300,33,1
10483,"throwing at cheating Ex""s car",640,33,1
10484,Block tires  so car wont move when parked,408,33,1
10485,booster seat,199,33,1
10486,shin guards,792,33,1
10487,pillow,184,33,1
10488,propter  hold items up,37,33,1
10489,tag,462,33,1
10490,baton for relay races,490,33,1
10491,sharpen points  use as weapon to catch prey,721,33,1
10492,pet,234,33,1
10493,window prop  keep window open,313,33,1
10494,tape messages to it  throw it to each other,843,33,1
10495,as a step for a child,734,34,1
10496,as the line in the middle of a volleyball court,593,34,1
10497,as a paper holder,797,34,1
10498,as if it was a weight for weightlifting,68,34,1
10499,as a place to sit other than the dirt,499,34,1
10500,put it in front of the fridge so your kid won't open it,51,34,1
10501,it can be used to have anything stand higher when needed.,274,34,1
10502,it can be put behind a car's wheel to prevent it from going down the hill,96,34,1
10503,it can be used to kill any bug that creeps into your house,93,34,1
10504,weight,220,35,1
10505,art,314,35,1
10506,building blocks,616,35,1
10507,bed riser,35,35,1
10508,step ladder,65,35,1
10509,paper weight,10,35,1
10510,door holder,41,35,1
10511,put wheels on it and its a mini skate board,673,35,1
10512,put felt on one side and its an eraser for a dry erase board/chalk board,57,35,1
10513,a silly hat,371,35,1
10514,sun shade,565,35,1
10515,measurement of length,318,35,1
10516,grind it up and make it chalk,149,35,1
10517,use as a football,667,35,1
10518,use it to prop things up  such as the keyboard to put it at an angle,328,35,1
10519,yoga square,174,35,1
10520,grind up in half full water bottle for chemical reaction,659,35,1
10521,write a message on the ground with them,865,35,1
10522,a hammer,75,35,1
10523,use a outside if it is windy and you have to hold something down such as paper from flying away,63,36,1
10524,you can use it as a decorating tool outside your house,388,36,1
10525,you can use it to build a house,15,36,1
10526,you can use it for drawing on with a piece of metal,711,36,1
10527,you can hit people with it,188,36,1
10528,you can use to break windows,104,36,1
10529,you can use it for science experiments,806,36,1
10530,you can throw it back and forth between a friend,479,36,1
10531,you could name a,224,36,1
10532,you could use it to kill bugs by throwing the on them,148,36,1
10533,you could use it for an art project in school,213,36,1
10534,you could sit on a bunch of stacked ups.,499,36,1
10535,you could built a fort out of multiples,259,36,1
10536,you can use it to stand on if you're too short and cant see over something such as a fence.,65,36,1
10537,you could make a fence out of,497,36,1
10538,you could make a tower,45,36,1
10539,you could dress up as a for Halloween,831,36,1
10540,wedge,805,37,1
10541,construction for a house,15,37,1
10542,a weight,220,37,1
10543,weapon,203,37,1
10544,tool,537,37,1
10545,tossing to improve hand strength,336,37,1
10546,stack and make stairs,55,37,1
10547,an uncomfortable pillow,747,37,1
10548,a non talking pet,32,37,1
10549,Paper Weight,10,38,1
10550,deadly weapon,203,38,1
10551,ship anchor,40,38,1
10552,"Basketball Backboard made of ""shooting a""",293,38,1
10553,Pencil Holder,79,38,1
10554,add a lens to the wholes in a and create some sort of binocular or glasses,118,38,1
10555,test tube holders,58,38,1
10556,dog house,423,39,1
10557,build play house,8,39,1
10558,stepping stool,65,39,1
10559,weapon,203,39,1
10560,door stopper,484,39,1
10561,hold a dog chain down,63,39,1
10562,bug killed. Use to smoosh bugs,187,39,1
10563,sharpen knife,503,39,1
10564,sharpen rock,289,39,1
10565,pet,234,39,1
10566,holds flower pot,596,39,1
10567,make a door stopper,484,40,1
10568,use it as a weapon,210,40,1
10569,make a cigar holder,645,40,1
10570,use it to hold incents,611,40,1
10571,paint it and make a portrait,39,40,1
10572,use it as weights,68,40,1
10573,turn it into a coaster,29,40,1
10574,if it's a with the 3 holes  you can put flowers in it like a flower pot.,361,40,1
10575,if it has 3 holes in it you could also use it as a pencil/pen holder,79,40,1
10576,use it to prop things up,37,40,1
10577,make it into a picture frame,367,40,1
10578,candle holder,146,40,1
10579,use it as a soap dish,463,40,1
10580,if you could manage to half the  it could be used as safe where you store your most prize possessions,609,40,1
10581,put some nails in it and make it a key holder,692,40,1
10582,a weapon,203,41,1
10583,a step,465,41,1
10584,a pencil holder,79,41,1
10585,paper weight,10,41,1
10586,a dumbbell,475,41,1
10587,to cook food if it can be heated,383,41,1
10588,a small bridge,602,41,1
10589,it could be used to play catch,30,41,1
10590,to level an uneven table by placing it under a shorter leg,27,41,1
10591,door stop,41,41,1
10592,block to keep car from rolling,96,41,1
10593,as a target at shooting range,23,41,1
10594,to mark a path in the woods by scratching away the bark on trees,522,41,1
10595,to stunt your growth,114,42,1
10596,long distance throwing,758,42,1
10597,table,28,42,1
10598,blanket,538,42,1
10599,fighting weapon,203,42,1
10600,seat,105,42,1
10601,bike brake,518,42,1
10602,car ramp,526,42,1
10603,holding houses up,592,42,1
10604,toy,153,42,1
10605,step,465,42,1
10606,water stopper,255,42,1
10607,anesthetic,173,42,1
10608,diaper tester,154,42,1
10609,pet,234,42,1
10610,dirt remover,319,42,1
10611,payment,246,42,1
10612,silencer,110,42,1
10613,paper weight,10,42,1
10614,holder,458,42,1
10615,something to write on,269,42,1
10616,picture,576,42,1
10617,symbol,570,42,1
10618,something to jump over,923,42,1
10619,put a lot in your trunk to level out your car so u can drive easier in the snow,54,42,1
10620,dog house,423,42,1
10621,jack,840,42,1
10622,bed post,657,42,1
10623,a holder on the gas to drive a car off a cliff,250,42,1
10624,Door Stopper,484,43,1
10625,Instead of using a disc in track events  use a it  heavier,720,43,1
10626,paper weight,10,43,1
10627,use it to add extra weight,68,43,1
10628,use it as a smashing device for stress relievers,271,43,1
10629,nail file,273,43,1
10630,a new fashion statement,904,43,1
10631,a plate,138,44,1
10632,chalk,421,44,1
10633,igloo,550,44,1
10634,step stool,65,44,1
10635,bottom of shoe (sandal),781,44,1
10636,for lifting weights,42,44,1
10637,to smash a spider,187,44,1
10638,R.I.P. stone,393,44,1
10639,something to sit on,69,44,1
10640,to stop your car from rolling,408,44,1
10641,ex boyfriend handler,301,45,1
10642,stepping stool,65,45,1
10643,paperweight,10,45,1
10644,bottle opener,137,45,1
10645,demolition tool,17,45,1
10646,children's toy,153,45,1
10647,parking brake,60,45,1
10648,tool used in window replacement,471,45,1
10649,pet instead of pet rock,412,45,1
10650,flower vase/pot,374,45,1
10651,ankle weights,658,45,1
10652,weightlifting,703,45,1
10653,put in pockets to make weight for wrestling,260,45,1
10654,cell phone cover,292,45,1
10655,exfoliator,448,45,1
10656,anchoring a boat,40,45,1
10657,weight down papers,10,46,1
10658,hold open a door,124,46,1
10659,wedge under a tire of a car parked on a hill to keep it from rolling,96,46,1
10660,break a window,104,46,1
10661,hold down a pedal in a car,908,46,1
10662,add height to a bed,115,46,1
10663,prop open a window,313,46,1
10664,start a fire with 2s,786,46,1
10665,shoe scraper,554,46,1
10666,weight something down in water,24,46,1
10667,to build a house,15,47,1
10668,sidewalk,64,47,1
10669,to throw,186,47,1
10670,to build a wall,61,47,1
10671,to prop a car up on,714,47,1
10672,for art,5,47,1
10673,to build a fire pit,21,47,1
10674,landscape,152,47,1
10675,steps,56,47,1
10676,do the exercise with it,489,49,1
10677,use it for hiking,440,49,1
10678,swimming with the,16,49,1
10679,use the to make fire,244,49,1
10680,use it to carry heavy stuff,42,49,1
10681,Building a mansion,185,50,1
10682,herding off a wild tiger by throwing it,880,50,1
10683,weighing down a table cloth on a windy day at an outside restaurant,68,50,1
10684,used to lift weights if you are a child,42,50,1
10685,door stop,484,50,1
10686,breaking a window,104,50,1
10687,compare the weight of a to a cinder block,68,50,1
10688,building a new school,439,50,1
10689,using it as a button in a relay race to practice with a heavier weight,254,50,1
10690,use as a football,667,50,1
10691,use to anchor your paddle boat,353,50,1
10692,tie it to your ankles as ankle weights,122,50,1
10693,can be used in the place of a hammer when nailing nails into a wall,75,50,1
10694,could be placed around a bonfire to keep it from spreading,21,50,1
10695,can be used in the place of a shot-put ball,924,50,1
10696,can be used to stop your tires from rolling back when parked on a hill,408,50,1
10697,can be used as a cup holder for a red-bull,375,50,1
10698,can be used as a back scratcher,598,50,1
10699,can small the dock off a door to your house after you have been locked out,398,50,1
10700,used as a paper weight on your desk,10,50,1
10701,fetch toy for a gigantic dog,441,50,1
10702,Building a house,15,51,1
10703,Building a wall,61,51,1
10704,Use it for defense,209,51,1
10705,Build a fireplace,307,51,1
10706,Oven,123,51,1
10707,To build stairs,55,51,1
10708,Yellow road,317,51,1
10709,To set up a campfire,455,51,1
10710,To break things,17,51,1
10711,house,132,52,1
10712,road,197,52,1
10713,path,415,52,1
10714,mailbox,136,52,1
10715,bridge,311,52,1
10716,school,701,52,1
10717,clubhouse,438,52,1
10718,building,19,52,1
10719,status,72,52,1
10720,gate,365,52,1
10721,pyramid,322,52,1
10722,desk,161,52,1
10723,chair,202,52,1
10724,bench,368,52,1
10725,hammer,75,52,1
10726,door stopper,124,52,1
10727,paperweight,10,52,1
10728,decoration,18,52,1
10729,fountain,232,52,1
10730,chair board,710,52,1
10731,stairs,682,52,1
10732,fireplace,91,52,1
10733,Mr.-head doll  like a Mr. Potato Head!,599,53,1
10734,Pet,234,53,1
10735,Paint your own kit,586,53,1
10736,junior masonry kit,44,53,1
10737,hot plate,306,53,1
10738,build a puzzle,743,53,1
10739,place cards,157,53,1
10740,sushi trays,85,53,1
10741,pen/pencil holder  of course this would probably involve a drill,79,53,1
10742,bed frame,43,53,1
10743,headboard,695,53,1
10744,paper weight,10,53,1
10745,as a painted decoy in a giant Easter egg hunt,315,53,1
10746,a single balancing beam  or dumb bell,823,53,1
10747,you could use it for finishing a surface  en lieu of sand paper,207,53,1
10748,make a-shaped Jell-O mold,894,53,1
10749,fish tank decoration,18,53,1
10750,use it as a sturdy surface with which to bang the stones out of scrap jewelry,798,53,1
10751,DIY demolition agent for small projects,442,53,1
10752,a strength test  how many times must you throw it before it breaks?,48,53,1
10753,use one as the base of a lamp and wire it accordingly  that would be cool,399,53,1
10754,a meat tenderizing tool,47,53,1
10755,a balloon anchor,555,53,1
10756,use to fortify competitive sand castles,852,53,1
10757,Jenga,896,53,1
10758,In school as a learning tool,774,54,1
10759,for preschooler to build with,90,54,1
10760,make a pathway,106,54,1
10761,around the edge of a garden to section parts off,339,54,1
10762,to build a wall to prevent erosion,312,54,1
